id,energy_consumption,energy_effective,energy_waste
0,431592.0,413910.0,17682.0
1,431592.0,413910.0,17682.0
2,422949.0,405930.0,17019.0
3,420738.0,408030.0,12708.0
4,419331.0,399630.0,19701.0
5,431391.0,420000.0,11391.0
6,428979.0,413700.0,15279.0
7,419331.0,399840.0,19491.0
8,415311.0,393960.0,21351.0
9,417120.0,401310.0,15810.0
10,417321.0,401730.0,15591.0
11,398829.0,372960.0,25869.0
12,417120.0,395010.0,22110.0
13,413301.0,388080.0,25221.0
14,404256.0,369180.0,35076.0
15,323454.0,278250.0,45204.0
