id,energy_consumption,energy_effective,energy_waste
0,440397.0,426510.0,13887.0
1,440397.0,426510.0,13887.0
2,431955.0,415800.0,16155.0
3,431955.0,415800.0,16155.0
4,433764.0,410340.0,23424.0
5,416277.0,396270.0,20007.0
6,397584.0,376530.0,21054.0
7,410247.0,389970.0,20277.0
8,409041.0,382830.0,26211.0
9,393966.0,372330.0,21636.0
10,409041.0,385770.0,23271.0
11,420900.0,406770.0,14130.0
12,418890.0,402150.0,16740.0
13,410448.0,389340.0,21108.0
14,377283.0,348180.0,29103.0
15,376479.0,330330.0,46149.0
