dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,7.0,0 1 2 3,-1,
base,active,,0.0,15.0,4 5 6 7 8 9 10 11 12 13 14 15,-1,
base,active,,7.0,60.0,0 1 2 3,1,False
base,switching_off,,15.0,20.0,4 5 6 7 8 9 10 11 12 13 14 15,-2,
base,sleeping,,20.0,23.0,4 5 6 7 8,-4,
base,sleeping,,20.0,36.0,9 10 11 12,-4,
base,sleeping,,20.0,44.0,13 14 15,-4,
base,switching_on,,23.0,28.0,4 5 6 7 8,-3,
base,active,,28.0,71.0,4 5 6 7 8,2,False
base,switching_on,,36.0,41.0,9 10 11 12,-3,
base,active,,41.0,95.0,9 10 11 12,3,False
base,switching_on,,44.0,49.0,13 14 15,-3,
base,active,,49.0,108.0,13 14 15,5,False
base,active,,60.0,129.0,0 1 2 3,4,False
base,active,,71.0,86.0,8,-1,
base,active,,71.0,107.0,4 5 6 7,6,False
base,switching_off,,86.0,91.0,8,-2,
base,sleeping,,91.0,108.0,8,-4,
base,active,,95.0,242.0,9 10 11 12,7,False
base,active,,107.0,152.0,4 5 6 7,8,False
base,active,,108.0,113.0,13 14 15,-1,
base,switching_on,,108.0,113.0,8,-3,
base,active,,113.0,216.0,8 13 14 15,9,False
base,active,,129.0,145.0,0 1 2 3,15,False
base,active,,145.0,152.0,0 1 2 3,-1,
base,active,,152.0,167.0,6 7,-1,
base,active,,152.0,270.0,0 1 2 3 4 5,10,False
base,switching_off,,167.0,172.0,6 7,-2,
base,sleeping,,172.0,201.0,6,-4,
base,sleeping,,172.0,216.0,7,-4,
base,switching_on,,201.0,206.0,6,-3,
base,active,,206.0,304.0,6,43,False
base,active,,216.0,221.0,8 13 14 15,-1,
base,switching_on,,216.0,221.0,7,-3,
base,active,,221.0,285.0,7 8 13 14 15,11,False
base,active,,242.0,278.0,9 10 11 12,12,False
base,active,,270.0,337.0,0 1 2 3,13,False
base,active,,270.0,384.0,4 5,39,False
base,active,,278.0,358.0,9 10 11 12,14,False
base,active,,285.0,300.0,7 8 13 14 15,-1,
base,switching_off,,300.0,305.0,7 8 13 14 15,-2,
base,active,,304.0,310.0,6,-1,
base,switching_on,,305.0,310.0,7 8 13 14 15,-3,
base,active,,310.0,340.0,6 7 8 13 14 15,16,False
base,active,,337.0,389.0,0 1 2 3,18,False
base,active,,340.0,355.0,15,-1,
base,active,,340.0,449.0,6 7 8 13 14,17,False
base,switching_off,,355.0,360.0,15,-2,
base,active,,358.0,373.0,9 10 11 12,-1,
base,sleeping,,360.0,389.0,15,-4,
base,switching_off,,373.0,378.0,9 10 11 12,-2,
base,sleeping,,378.0,384.0,9 10 11 12,-4,
base,active,,384.0,389.0,4 5,-1,
base,switching_on,,384.0,389.0,9 10 11 12,-3,
base,active,,389.0,394.0,0 1 2 3,-1,
base,switching_on,,389.0,394.0,15,-3,
base,active,,389.0,449.0,4 5 9 10 11 12,19,False
base,active,,394.0,506.0,0 1 2 3 15,20,False
base,active,,449.0,528.0,4 5 6 7,21,False
base,active,,449.0,538.0,11 12 13 14,23,False
base,active,,449.0,556.0,8 9 10,22,False
base,active,,506.0,539.0,0 1 2 3 15,24,False
base,active,,528.0,538.0,7,-1,
base,active,,528.0,601.0,4 5 6,34,False
base,active,,538.0,605.0,7 11 12 13 14,25,False
base,active,,539.0,554.0,15,-1,
base,active,,539.0,577.0,0 1 2 3,26,False
base,switching_off,,554.0,559.0,15,-2,
base,active,,556.0,564.0,8 9 10,-1,
base,switching_on,,559.0,564.0,15,-3,
base,active,,564.0,638.0,8 9 10 15,27,False
base,active,,577.0,592.0,2 3,-1,
base,active,,577.0,707.0,0 1,69,False
base,switching_off,,592.0,597.0,2 3,-2,
base,sleeping,,597.0,601.0,2 3,-4,
base,active,,601.0,606.0,4 5 6,-1,
base,switching_on,,601.0,606.0,2 3,-3,
base,active,,605.0,620.0,14,-1,
base,active,,605.0,703.0,7 11 12 13,29,False
base,active,,606.0,684.0,2 3 4 5 6,28,False
base,switching_off,,620.0,625.0,14,-2,
base,sleeping,,625.0,707.0,14,-4,
base,active,,638.0,744.0,8 9 10 15,30,False
base,active,,684.0,786.0,2 3 4 5 6,31,False
base,active,,703.0,779.0,7 11 12 13,32,False
base,active,,707.0,712.0,0 1,-1,
base,switching_on,,707.0,712.0,14,-3,
base,active,,712.0,792.0,0 1 14,35,False
base,active,,744.0,773.0,8 9 10 15,33,False
base,active,,773.0,779.0,15,-1,
base,active,,773.0,821.0,8 9 10,37,False
base,active,,779.0,873.0,7 11 12 13 15,36,False
base,active,,786.0,792.0,4 5 6,-1,
base,active,,786.0,891.0,2 3,89,False
base,active,,792.0,855.0,0 1 4 5 6 14,38,False
base,active,,821.0,929.0,8 9 10,40,False
base,active,,855.0,932.0,0 1 4,41,False
base,active,,855.0,959.0,5 6 14,42,False
base,active,,873.0,938.0,7 11 12 13 15,44,False
base,active,,891.0,906.0,2 3,-1,
base,switching_off,,906.0,911.0,2 3,-2,
base,sleeping,,911.0,929.0,2,-4,
base,sleeping,,911.0,932.0,3,-4,
base,active,,929.0,934.0,8 9 10,-1,
base,switching_on,,929.0,934.0,2,-3,
base,active,,932.0,937.0,0 1 4,-1,
base,switching_on,,932.0,937.0,3,-3,
