dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,296.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,0.0,600.0,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-1.0,
base,active,296.0,296.0,376.0,0 1 2 3 4 5 6 7,1.0,False
base,active,,376.0,765.0,0 1 2 3 4 5 6 7,-1.0,
base,switching_off,,600.0,605.0,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-2.0,
base,sleeping,,605.0,760.0,8,-4.0,
base,sleeping,,605.0,6538.0,9 10 11 12,-4.0,
base,sleeping,,605.0,16799.0,13 14 15,-4.0,
base,sleeping,,605.0,16834.0,16 17 18 19 20 21 22 23 24,-4.0,
base,sleeping,,605.0,24801.0,25 26,-4.0,
base,sleeping,,605.0,102703.0,27 28 29 30 31,-4.0,
base,switching_on,,760.0,765.0,8,-3.0,
base,active,760.0,765.0,799.0,0 1 2 3 4 5 6 7 8,2.0,False
base,active,,799.0,1399.0,0 1 2 3 4 5 6 7 8,-1.0,
base,switching_off,,1399.0,1404.0,0 1 2 3 4 5 6 7 8,-2.0,
base,sleeping,,1404.0,2504.0,0 1 2 3 4 5 6 7 8,-4.0,
base,switching_on,,2504.0,2509.0,0 1 2 3 4 5 6 7 8,-3.0,
base,active,2504.0,2509.0,2609.0,0 1 2 3 4 5 6 7 8,3.0,False
base,active,,2609.0,3209.0,0 1 2 3 4 5 6 7 8,-1.0,
base,switching_off,,3209.0,3214.0,0 1 2 3 4 5 6 7 8,-2.0,
base,sleeping,,3214.0,3238.0,0 1 2 3 4,-4.0,
base,sleeping,,3214.0,3605.0,5 6,-4.0,
base,sleeping,,3214.0,4085.0,7,-4.0,
base,sleeping,,3214.0,6538.0,8,-4.0,
base,switching_on,,3238.0,3243.0,0 1 2 3 4,-3.0,
base,active,3238.0,3243.0,3351.0,0 1 2 3 4,4.0,False
base,active,,3351.0,3610.0,0 1 2 3 4,-1.0,
base,switching_on,,3605.0,3610.0,5 6,-3.0,
base,active,3605.0,3610.0,3662.0,0 1 2 3 4 5 6,5.0,False
base,active,,3662.0,4090.0,0 1 2 3 4 5 6,-1.0,
base,switching_on,,4085.0,4090.0,7,-3.0,
base,active,4085.0,4090.0,4170.0,0 1 2 3 4 5 6 7,6.0,False
base,active,,4170.0,4476.0,0 1 2 3 4 5 6,-1.0,
base,active,,4170.0,4770.0,7,-1.0,
base,active,4476.0,4476.0,4523.0,0 1 2 3 4 5 6,7.0,False
base,active,,4523.0,4859.0,0 1 2 3 4,-1.0,
base,active,,4523.0,5123.0,5 6,-1.0,
base,switching_off,,4770.0,4775.0,7,-2.0,
base,sleeping,,4775.0,6538.0,7,-4.0,
base,active,4859.0,4859.0,4946.0,0 1 2 3 4,8.0,False
base,active,,4946.0,5546.0,0 1 2 3 4,-1.0,
base,switching_off,,5123.0,5128.0,5 6,-2.0,
base,sleeping,,5128.0,5675.0,5 6,-4.0,
base,switching_off,,5546.0,5551.0,0 1 2 3 4,-2.0,
base,sleeping,,5551.0,5675.0,0 1 2 3 4,-4.0,
base,switching_on,,5675.0,5680.0,0 1 2 3 4 5 6,-3.0,
base,active,5675.0,5680.0,5741.0,0 1 2 3 4 5 6,9.0,False
base,active,,5741.0,6341.0,0 1 2 3 4 5 6,-1.0,
base,switching_off,,6341.0,6346.0,0 1 2 3 4 5 6,-2.0,
base,sleeping,,6346.0,6426.0,0 1 2 3 4 5 6,-4.0,
base,switching_on,,6426.0,6431.0,0 1 2 3 4 5 6,-3.0,
base,active,6426.0,6431.0,6585.0,0 1 2 3 4 5 6,10.0,False
base,switching_on,,6538.0,6543.0,7 8 9 10 11 12,-3.0,
base,active,6538.0,6543.0,6611.0,7 8 9 10 11 12,11.0,False
base,active,,6585.0,7003.0,0 1 2 3 4 5 6,-1.0,
base,active,,6611.0,7003.0,7,-1.0,
base,active,,6611.0,7211.0,8 9 10 11 12,-1.0,
base,active,7003.0,7003.0,7074.0,0 1 2 3 4 5 6 7,12.0,False
base,active,,7074.0,7674.0,0 1 2 3 4 5 6 7,-1.0,
base,switching_off,,7211.0,7216.0,8 9 10 11 12,-2.0,
base,sleeping,,7216.0,10608.0,8,-4.0,
base,sleeping,,7216.0,12047.0,9,-4.0,
base,sleeping,,7216.0,16799.0,10 11 12,-4.0,
base,switching_off,,7674.0,7679.0,0 1 2 3 4 5 6 7,-2.0,
base,sleeping,,7679.0,8386.0,0 1 2 3 4 5 6 7,-4.0,
base,switching_on,,8386.0,8391.0,0 1 2 3 4 5 6 7,-3.0,
base,active,8386.0,8391.0,8495.0,0 1 2 3 4 5 6 7,13.0,False
base,active,,8495.0,8933.0,0 1 2 3 4 5,-1.0,
base,active,,8495.0,9095.0,6 7,-1.0,
base,active,8933.0,8933.0,9005.0,0 1 2 3 4 5,14.0,False
