id,energy_consumption,energy_effective,energy_waste
0,481623.0,468300.0,13323.0
1,481623.0,468300.0,13323.0
2,481623.0,468300.0,13323.0
3,481623.0,468300.0,13323.0
4,481623.0,468300.0,13323.0
5,481623.0,468300.0,13323.0
6,484839.0,470400.0,14439.0
7,484839.0,472920.0,11919.0
8,484839.0,472920.0,11919.0
9,484839.0,472920.0,11919.0
10,484839.0,472920.0,11919.0
11,484839.0,472920.0,11919.0
12,484839.0,472920.0,11919.0
13,471975.0,456330.0,15645.0
14,493080.0,482370.0,10710.0
15,472578.0,456330.0,16248.0
16,472578.0,456330.0,16248.0
17,472578.0,456330.0,16248.0
18,481623.0,465360.0,16263.0
19,481623.0,464310.0,17313.0
20,493080.0,480060.0,13020.0
21,493080.0,480060.0,13020.0
22,463935.0,441630.0,22305.0
23,472578.0,450240.0,22338.0
24,465543.0,440370.0,25173.0
25,465543.0,435330.0,30213.0
26,415293.0,374010.0,41283.0
27,427554.0,395850.0,31704.0
28,441624.0,395430.0,46194.0
29,383133.0,345030.0,38103.0
30,321426.0,277410.0,44016.0
31,220524.0,181860.0,38664.0
