id,energy_consumption,energy_effective,energy_waste
0,456876.0,449820.0,7056.0
1,456876.0,449820.0,7056.0
2,456876.0,449820.0,7056.0
3,456876.0,449820.0,7056.0
4,450846.0,440580.0,10266.0
5,450846.0,440580.0,10266.0
6,446022.0,433860.0,12162.0
7,446022.0,435960.0,10062.0
8,446022.0,435960.0,10062.0
9,446022.0,435960.0,10062.0
10,450846.0,439740.0,11106.0
11,450846.0,439740.0,11106.0
12,450846.0,443310.0,7536.0
13,445620.0,432600.0,13020.0
14,443007.0,429870.0,13137.0
15,405420.0,387870.0,17550.0
16,459690.0,449190.0,10500.0
17,459690.0,449190.0,10500.0
18,459690.0,449190.0,10500.0
19,459690.0,449190.0,10500.0
20,459690.0,448140.0,11550.0
21,441600.0,417690.0,23910.0
22,399792.0,377790.0,22002.0
23,433761.0,405510.0,28251.0
24,333663.0,303450.0,30213.0
25,408435.0,385770.0,22665.0
26,356175.0,321090.0,35085.0
27,299292.0,263970.0,35322.0
28,248238.0,208110.0,40128.0
