id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 4, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 274.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 274.0, 'finish_time': 293.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 293.0, 'finish_time': 298.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 298.0, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 4, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 274.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 274.0, 'finish_time': 293.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 293.0, 'finish_time': 298.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 298.0, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 4, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 274.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 274.0, 'finish_time': 293.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 293.0, 'finish_time': 298.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 298.0, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 4, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 274.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 274.0, 'finish_time': 293.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 293.0, 'finish_time': 298.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 298.0, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
4,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 4, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 77.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 77.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 141.0, 'finish_time': 214.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 214.0, 'finish_time': 233.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 233.0, 'finish_time': 238.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 238.0, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
5,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
6,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
7,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
8,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
9,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
10,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
11,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
12,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
13,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
14,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
15,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
16,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
17,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
18,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
19,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
20,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
21,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
22,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 19, 'finish_time': 24, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 24, 'finish_time': 1481.0, 'dvfs_mode': 'base'}]"
