id,energy_consumption,energy_effective,energy_waste
0,419568.0,408030.0,11538.0
1,419568.0,408030.0,11538.0
2,438060.0,436590.0,1470.0
3,438060.0,436380.0,1680.0
4,432633.0,418530.0,14103.0
5,432633.0,418530.0,14103.0
6,415749.0,401940.0,13809.0
7,415749.0,401940.0,13809.0
8,402684.0,384930.0,17754.0
9,415749.0,402990.0,12759.0
10,407106.0,385980.0,21126.0
11,425799.0,406980.0,18819.0
12,416955.0,393330.0,23625.0
13,389820.0,368340.0,21480.0
14,379770.0,337890.0,41880.0
15,386805.0,355530.0,31275.0
