job_id,subtime,start_time,finish_time,waiting_time
4,5,5.0,103.0,0.0
3,5,5.0,104.0,0.0
2,5,5.0,120.0,0.0
1,0,0.0,124.0,0.0
5,7,103.0,189.0,96.0
6,8,104.0,205.0,96.0
8,33,129.0,248.0,96.0
7,19,124.0,249.0,105.0
28,155,194.0,300.0,39.0
9,41,205.0,314.0,164.0
10,42,249.0,360.0,207.0
33,196,253.0,365.0,57.0
48,308,308.0,415.0,0.0
12,55,360.0,445.0,305.0
11,54,314.0,454.0,260.0
13,60,365.0,456.0,305.0
61,393,415.0,513.0,22.0
14,64,445.0,535.0,381.0
16,82,456.0,547.0,374.0
15,70,454.0,550.0,384.0
17,85,518.0,617.0,433.0
68,424,550.0,650.0,126.0
18,90,540.0,652.0,450.0
19,95,547.0,661.0,452.0
20,98,622.0,741.0,524.0
22,124,661.0,756.0,537.0
21,123,652.0,757.0,529.0
24,138,756.0,845.0,618.0
23,136,741.0,853.0,605.0
25,140,757.0,867.0,617.0
27,151,853.0,941.0,702.0
26,145,850.0,967.0,705.0
29,155,867.0,985.0,712.0
31,171,967.0,1062.0,796.0
30,159,946.0,1080.0,787.0
32,183,990.0,1094.0,807.0
34,201,1062.0,1149.0,861.0
72,445,1088.0,1169.0,643.0
35,216,1080.0,1183.0,864.0
36,220,1094.0,1223.0,874.0
38,228,1183.0,1281.0,955.0
37,222,1175.0,1292.0,953.0
39,233,1223.0,1321.0,990.0
41,239,1292.0,1402.0,1053.0
40,237,1281.0,1408.0,1044.0
78,478,1286.0,1413.0,808.0
42,257,1321.0,1414.0,1064.0
44,279,1413.0,1523.0,1134.0
82,503,1413.0,1539.0,910.0
43,264,1407.0,1543.0,1143.0
45,294,1414.0,1544.0,1120.0
46,300,1523.0,1635.0,1223.0
47,307,1543.0,1657.0,1236.0
49,308,1544.0,1660.0,1236.0
50,309,1635.0,1741.0,1326.0
90,548,1662.0,1760.0,1114.0
51,319,1657.0,1775.0,1338.0
52,320,1660.0,1783.0,1340.0
53,322,1741.0,1841.0,1419.0
54,331,1775.0,1884.0,1444.0
55,336,1783.0,1884.0,1447.0
56,342,1846.0,1952.0,1504.0
58,351,1884.0,1969.0,1533.0
57,347,1884.0,2011.0,1537.0
60,390,1957.0,2058.0,1567.0
59,389,1952.0,2066.0,1563.0
62,397,1969.0,2066.0,1572.0
63,407,2011.0,2149.0,1604.0
64,409,2058.0,2163.0,1649.0
65,415,2066.0,2169.0,1651.0
66,415,2154.0,2249.0,1739.0
67,422,2168.0,2274.0,1746.0
69,428,2169.0,2283.0,1741.0
70,437,2249.0,2344.0,1812.0
73,467,2283.0,2385.0,1816.0
71,441,2274.0,2395.0,1833.0
74,468,2349.0,2436.0,1881.0
76,476,2395.0,2498.0,1919.0
75,474,2385.0,2504.0,1911.0
77,476,2436.0,2550.0,1960.0
79,479,2498.0,2608.0,2019.0
80,493,2504.0,2623.0,2011.0
81,499,2550.0,2656.0,2051.0
83,505,2555.0,2662.0,2050.0
84,507,2608.0,2708.0,2101.0
85,514,2623.0,2723.0,2109.0
86,533,2662.0,2766.0,2129.0
88,539,2723.0,2823.0,2184.0
87,536,2713.0,2828.0,2177.0
89,547,2766.0,2888.0,2219.0
91,552,2828.0,2925.0,2276.0
92,566,2833.0,2929.0,2267.0
93,567,2888.0,2982.0,2321.0
94,568,2925.0,3035.0,2357.0
96,583,2929.0,3055.0,2346.0
95,574,2930.0,3056.0,2356.0
97,588,3040.0,3137.0,2452.0
99,609,3061.0,3150.0,2452.0
98,599,3060.0,3174.0,2461.0
100,609,3137.0,3230.0,2528.0
