id,energy_consumption,energy_effective,energy_waste
0,365796.0,357840.0,7956.0
1,365796.0,357840.0,7956.0
2,365796.0,357840.0,7956.0
3,374439.0,366030.0,8409.0
4,374439.0,362880.0,11559.0
5,374439.0,363300.0,11139.0
6,369012.0,356790.0,12222.0
7,371625.0,362670.0,8955.0
8,359967.0,347550.0,12417.0
9,364992.0,350700.0,14292.0
10,372429.0,360360.0,12069.0
11,372429.0,362670.0,9759.0
12,325797.0,297150.0,28647.0
13,371826.0,358470.0,13356.0
14,363384.0,342930.0,20454.0
15,349113.0,321090.0,28023.0
16,325596.0,304920.0,20676.0
