id,energy_consumption,energy_effective,energy_waste
0,16692685.0,2579250.0,14113435.0
1,16692685.0,2579250.0,14113435.0
2,16692685.0,2579250.0,14113435.0
3,16692685.0,2579250.0,14113435.0
4,16692685.0,2579250.0,14113435.0
5,16595669.0,2477600.0,14118069.0
6,16226610.0,2393240.0,13833370.0
7,14470367.0,1730520.0,12739847.0
8,10532893.0,1029040.0,9503853.0
9,6718499.0,550050.0,6168449.0
10,5861826.0,439850.0,5421976.0
11,5791236.0,428070.0,5363166.0
12,5791236.0,428070.0,5363166.0
13,5269232.0,395960.0,4873272.0
14,5013841.0,376390.0,4637451.0
15,4380703.0,300010.0,4080693.0
16,3820327.0,224390.0,3595937.0
17,2483823.0,90440.0,2393383.0
18,1600181.0,22610.0,1577571.0
19,1430765.0,16720.0,1414045.0
20,1430765.0,16720.0,1414045.0
21,1430765.0,16720.0,1414045.0
22,1430765.0,16720.0,1414045.0
23,1430765.0,16720.0,1414045.0
24,1430765.0,16720.0,1414045.0
25,1260806.0,10260.0,1250546.0
26,1260806.0,10260.0,1250546.0
27,1087227.0,0.0,1087227.0
28,1087227.0,0.0,1087227.0
29,1087227.0,0.0,1087227.0
30,1087227.0,0.0,1087227.0
31,1087227.0,0.0,1087227.0
