job_id,subtime,start_time,finish_time,waiting_time
1,7,7.0,60.0,0.0
2,23,28.0,71.0,5.0
3,36,41.0,95.0,5.0
6,44,71.0,107.0,27.0
5,43,49.0,108.0,6.0
4,41,60.0,129.0,19.0
15,81,129.0,145.0,48.0
8,51,107.0,152.0,56.0
9,54,113.0,216.0,59.0
7,50,95.0,242.0,45.0
10,62,152.0,270.0,90.0
12,70,242.0,278.0,172.0
11,64,221.0,285.0,157.0
43,201,206.0,304.0,5.0
13,71,270.0,337.0,199.0
16,81,309.0,339.0,228.0
14,72,278.0,358.0,206.0
39,181,270.0,384.0,89.0
18,86,337.0,389.0,251.0
17,81,339.0,448.0,258.0
19,92,389.0,449.0,297.0
20,93,394.0,506.0,301.0
21,94,448.0,527.0,354.0
23,104,449.0,538.0,345.0
24,105,506.0,539.0,401.0
22,99,449.0,556.0,350.0
26,111,538.0,576.0,427.0
34,162,527.0,600.0,365.0
25,109,539.0,606.0,430.0
27,118,561.0,635.0,443.0
28,118,605.0,683.0,487.0
29,123,606.0,704.0,483.0
69,314,576.0,706.0,262.0
30,139,635.0,741.0,496.0
33,156,741.0,770.0,585.0
32,139,704.0,780.0,565.0
31,139,683.0,785.0,544.0
35,165,711.0,791.0,546.0
37,175,770.0,818.0,595.0
38,180,791.0,854.0,611.0
36,170,780.0,874.0,610.0
89,419,785.0,890.0,366.0
40,184,818.0,926.0,634.0
41,196,854.0,931.0,658.0
44,204,874.0,939.0,670.0
42,200,854.0,958.0,654.0
46,209,936.0,968.0,727.0
45,204,931.0,1026.0,727.0
47,215,939.0,1041.0,724.0
49,218,973.0,1041.0,755.0
52,225,1041.0,1073.0,816.0
48,218,958.0,1076.0,740.0
50,222,1041.0,1113.0,819.0
51,223,1026.0,1140.0,803.0
53,227,1073.0,1152.0,846.0
55,234,1113.0,1162.0,879.0
56,241,1145.0,1177.0,904.0
57,242,1152.0,1203.0,910.0
58,242,1162.0,1233.0,920.0
54,228,1076.0,1249.0,848.0
97,449,1172.0,1256.0,723.0
59,244,1177.0,1286.0,933.0
61,259,1254.0,1288.0,995.0
60,254,1208.0,1304.0,954.0
62,267,1261.0,1333.0,994.0
63,282,1288.0,1348.0,1006.0
71,318,1286.0,1362.0,968.0
64,284,1304.0,1385.0,1020.0
73,323,1333.0,1418.0,1010.0
66,295,1390.0,1423.0,1095.0
65,291,1353.0,1451.0,1062.0
68,312,1423.0,1499.0,1111.0
67,298,1423.0,1519.0,1125.0
72,320,1504.0,1542.0,1184.0
74,326,1456.0,1554.0,1130.0
70,315,1451.0,1569.0,1136.0
77,340,1519.0,1624.0,1179.0
75,335,1547.0,1653.0,1212.0
76,337,1574.0,1667.0,1237.0
78,343,1629.0,1699.0,1286.0
79,346,1673.0,1743.0,1327.0
81,363,1699.0,1747.0,1336.0
80,359,1653.0,1759.0,1294.0
84,402,1747.0,1811.0,1345.0
86,408,1759.0,1814.0,1351.0
83,399,1743.0,1824.0,1344.0
82,398,1743.0,1829.0,1345.0
85,403,1747.0,1830.0,1344.0
87,414,1811.0,1860.0,1397.0
90,421,1829.0,1868.0,1408.0
88,414,1814.0,1886.0,1400.0
92,424,1865.0,1932.0,1441.0
94,426,1886.0,1939.0,1460.0
91,422,1830.0,1961.0,1408.0
98,455,1966.0,1979.0,1511.0
93,426,1868.0,1995.0,1442.0
95,429,1932.0,2018.0,1503.0
99,457,1979.0,2023.0,1522.0
96,444,1939.0,2064.0,1495.0
100,460,1995.0,2096.0,1535.0
