dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,7.0,0 1 2 3,-1,
base,active,,0.0,10.0,4 5 6 7 8 9 10 11 12 13 14 15,-1,
base,active,,7.0,60.0,0 1 2 3,1,False
base,switching_off,,10.0,15.0,4 5 6 7 8 9 10 11 12 13 14 15,-2,
base,sleeping,,15.0,23.0,4 5 6 7 8,-4,
base,sleeping,,15.0,36.0,9 10 11 12,-4,
base,sleeping,,15.0,44.0,13 14 15,-4,
base,switching_on,,23.0,28.0,4 5 6 7 8,-3,
base,active,,28.0,71.0,4 5 6 7 8,2,False
base,switching_on,,36.0,41.0,9 10 11 12,-3,
base,active,,41.0,95.0,9 10 11 12,3,False
base,switching_on,,44.0,49.0,13 14 15,-3,
base,active,,49.0,108.0,13 14 15,5,False
base,active,,60.0,129.0,0 1 2 3,4,False
base,active,,71.0,81.0,8,-1,
base,active,,71.0,107.0,4 5 6 7,6,False
base,switching_off,,81.0,86.0,8,-2,
base,sleeping,,86.0,108.0,8,-4,
base,active,,95.0,242.0,9 10 11 12,7,False
base,active,,107.0,152.0,4 5 6 7,8,False
base,active,,108.0,113.0,13 14 15,-1,
base,switching_on,,108.0,113.0,8,-3,
base,active,,113.0,216.0,8 13 14 15,9,False
base,active,,129.0,145.0,0 1 2 3,15,False
base,active,,145.0,152.0,0 1 2 3,-1,
base,active,,152.0,162.0,6 7,-1,
base,active,,152.0,270.0,0 1 2 3 4 5,10,False
base,switching_off,,162.0,167.0,6 7,-2,
base,sleeping,,167.0,201.0,6,-4,
base,sleeping,,167.0,216.0,7,-4,
base,switching_on,,201.0,206.0,6,-3,
base,active,,206.0,304.0,6,43,False
base,active,,216.0,221.0,8 13 14 15,-1,
base,switching_on,,216.0,221.0,7,-3,
base,active,,221.0,285.0,7 8 13 14 15,11,False
base,active,,242.0,278.0,9 10 11 12,12,False
base,active,,270.0,337.0,0 1 2 3,13,False
base,active,,270.0,384.0,4 5,39,False
base,active,,278.0,358.0,9 10 11 12,14,False
base,active,,285.0,295.0,7 8 13 14 15,-1,
base,switching_off,,295.0,300.0,7 8 13 14 15,-2,
base,sleeping,,300.0,304.0,7 8 13 14 15,-4,
base,active,,304.0,309.0,6,-1,
base,switching_on,,304.0,309.0,7 8 13 14 15,-3,
base,active,,309.0,339.0,6 7 8 13 14 15,16,False
base,active,,337.0,389.0,0 1 2 3,18,False
base,active,,339.0,349.0,15,-1,
base,active,,339.0,448.0,6 7 8 13 14,17,False
base,switching_off,,349.0,354.0,15,-2,
base,sleeping,,354.0,389.0,15,-4,
base,active,,358.0,368.0,9 10 11 12,-1,
base,switching_off,,368.0,373.0,9 10 11 12,-2,
base,sleeping,,373.0,384.0,9 10 11 12,-4,
base,active,,384.0,389.0,4 5,-1,
base,switching_on,,384.0,389.0,9 10 11 12,-3,
base,active,,389.0,394.0,0 1 2 3,-1,
base,switching_on,,389.0,394.0,15,-3,
base,active,,389.0,449.0,4 5 9 10 11 12,19,False
base,active,,394.0,506.0,0 1 2 3 15,20,False
base,active,,448.0,449.0,14,-1,
base,active,,448.0,527.0,6 7 8 13,21,False
base,active,,449.0,538.0,10 11 12 14,23,False
base,active,,449.0,556.0,4 5 9,22,False
base,active,,506.0,539.0,0 1 2 3 15,24,False
base,active,,527.0,537.0,13,-1,
base,active,,527.0,600.0,6 7 8,34,False
base,switching_off,,537.0,542.0,13,-2,
base,active,,538.0,576.0,10 11 12 14,26,False
base,active,,539.0,606.0,0 1 2 3 15,25,False
base,sleeping,,542.0,556.0,13,-4,
base,active,,556.0,561.0,4 5 9,-1,
base,switching_on,,556.0,561.0,13,-3,
base,active,,561.0,635.0,4 5 9 13,27,False
base,active,,576.0,586.0,12 14,-1,
base,active,,576.0,706.0,10 11,69,False
base,switching_off,,586.0,591.0,12 14,-2,
base,sleeping,,591.0,600.0,12 14,-4,
base,active,,600.0,605.0,6 7 8,-1,
base,switching_on,,600.0,605.0,12 14,-3,
base,active,,605.0,683.0,6 7 8 12 14,28,False
base,active,,606.0,616.0,15,-1,
base,active,,606.0,704.0,0 1 2 3,29,False
base,switching_off,,616.0,621.0,15,-2,
base,sleeping,,621.0,706.0,15,-4,
base,active,,635.0,741.0,4 5 9 13,30,False
base,active,,683.0,785.0,6 7 8 12 14,31,False
base,active,,704.0,780.0,0 1 2 3,32,False
base,active,,706.0,711.0,10 11,-1,
base,switching_on,,706.0,711.0,15,-3,
base,active,,711.0,791.0,10 11 15,35,False
base,active,,741.0,770.0,4 5 9 13,33,False
base,active,,770.0,780.0,13,-1,
base,active,,770.0,818.0,4 5 9,37,False
base,active,,780.0,874.0,0 1 2 3 13,36,False
base,active,,785.0,791.0,8 12 14,-1,
base,active,,785.0,890.0,6 7,89,False
base,active,,791.0,854.0,8 10 11 12 14 15,38,False
base,active,,818.0,926.0,4 5 9,40,False
base,active,,854.0,931.0,8 10 11,41,False
base,active,,854.0,958.0,12 14 15,42,False
base,active,,874.0,939.0,0 1 2 3 13,44,False
base,active,,890.0,900.0,6 7,-1,
base,switching_off,,900.0,905.0,6 7,-2,
base,sleeping,,905.0,926.0,6,-4,
base,sleeping,,905.0,931.0,7,-4,
base,active,,926.0,931.0,4 5 9,-1,
base,switching_on,,926.0,931.0,6,-3,
base,active,,931.0,936.0,8 10 11,-1,
base,switching_on,,931.0,936.0,7,-3,
base,active,,931.0,1026.0,4 5 6 9,45,False
base,active,,936.0,968.0,7 8 10 11,46,False
base,active,,939.0,949.0,13,-1,
base,active,,939.0,1041.0,0 1 2 3,47,False
base,switching_off,,949.0,954.0,13,-2,
base,sleeping,,954.0,968.0,13,-4,
base,active,,958.0,1076.0,12 14 15,48,False
base,active,,968.0,973.0,7 8 10 11,-1,
base,switching_on,,968.0,973.0,13,-3,
base,active,,973.0,1041.0,7 8 10 11 13,49,False
base,active,,1026.0,1140.0,4 5 6 9,51,False
base,active,,1041.0,1073.0,8 10 11 13,52,False
base,active,,1041.0,1113.0,0 1 2 3 7,50,False
base,active,,1073.0,1152.0,8 10 11 13,53,False
base,active,,1076.0,1249.0,12 14 15,54,False
base,active,,1113.0,1123.0,7,-1,
base,active,,1113.0,1162.0,0 1 2 3,55,False
base,switching_off,,1123.0,1128.0,7,-2,
base,sleeping,,1128.0,1140.0,7,-4,
base,active,,1140.0,1145.0,4 5 6 9,-1,
base,switching_on,,1140.0,1145.0,7,-3,
base,active,,1145.0,1177.0,4 5 6 7 9,56,False
base,active,,1152.0,1162.0,13,-1,
base,active,,1152.0,1203.0,8 10 11,57,False
base,switching_off,,1162.0,1167.0,13,-2,
base,active,,1162.0,1172.0,3,-1,
base,active,,1162.0,1233.0,0 1 2,58,False
base,switching_on,,1167.0,1172.0,13,-3,
base,active,,1172.0,1256.0,3 13,97,False
base,active,,1177.0,1187.0,7 9,-1,
base,active,,1177.0,1286.0,4 5 6,59,False
base,switching_off,,1187.0,1192.0,7 9,-2,
base,sleeping,,1192.0,1203.0,7,-4,
base,sleeping,,1192.0,1256.0,9,-4,
base,active,,1203.0,1208.0,8 10 11,-1,
base,switching_on,,1203.0,1208.0,7,-3,
base,active,,1208.0,1304.0,7 8 10 11,60,False
base,active,,1233.0,1243.0,0 1 2,-1,
base,switching_off,,1243.0,1248.0,0 1 2,-2,
base,sleeping,,1248.0,1249.0,0 1 2,-4,
base,active,,1249.0,1254.0,12 14 15,-1,
base,switching_on,,1249.0,1254.0,0 1 2,-3,
base,active,,1254.0,1288.0,0 1 2 12 14 15,61,False
base,active,,1256.0,1261.0,3 13,-1,
base,switching_on,,1256.0,1261.0,9,-3,
base,active,,1261.0,1333.0,3 9 13,62,False
base,active,,1286.0,1362.0,4 5 6,71,False
base,active,,1288.0,1298.0,15,-1,
base,active,,1288.0,1348.0,0 1 2 12 14,63,False
base,switching_off,,1298.0,1303.0,15,-2,
base,sleeping,,1303.0,1348.0,15,-4,
base,active,,1304.0,1385.0,7 8 10 11,64,False
base,active,,1333.0,1418.0,3 9 13,73,False
base,active,,1348.0,1353.0,0 1 2 12 14,-1,
base,switching_on,,1348.0,1353.0,15,-3,
base,active,,1353.0,1451.0,0 1 2 12 14 15,65,False
base,active,,1362.0,1372.0,4 5 6,-1,
base,switching_off,,1372.0,1377.0,4 5 6,-2,
base,sleeping,,1377.0,1385.0,4,-4,
base,sleeping,,1377.0,1418.0,5,-4,
base,sleeping,,1377.0,1451.0,6,-4,
base,active,,1385.0,1390.0,7 8 10 11,-1,
base,switching_on,,1385.0,1390.0,4,-3,
base,active,,1390.0,1423.0,4 7 8 10 11,66,False
base,active,,1418.0,1423.0,3 9 13,-1,
base,switching_on,,1418.0,1423.0,5,-3,
base,active,,1423.0,1433.0,11,-1,
base,active,,1423.0,1499.0,4 7 8 10,68,False
base,active,,1423.0,1519.0,3 5 9 13,67,False
base,switching_off,,1433.0,1438.0,11,-2,
base,sleeping,,1438.0,1499.0,11,-4,
base,active,,1451.0,1456.0,14 15,-1,
base,switching_on,,1451.0,1456.0,6,-3,
base,active,,1451.0,1569.0,0 1 2 12,70,False
base,active,,1456.0,1554.0,6 14 15,74,False
base,active,,1499.0,1504.0,4 7 8 10,-1,
base,switching_on,,1499.0,1504.0,11,-3,
base,active,,1504.0,1542.0,4 7 8 10 11,72,False
base,active,,1519.0,1529.0,13,-1,
base,active,,1519.0,1624.0,3 5 9,77,False
base,switching_off,,1529.0,1534.0,13,-2,
base,sleeping,,1534.0,1542.0,13,-4,
base,active,,1542.0,1547.0,4 7 8 10 11,-1,
base,switching_on,,1542.0,1547.0,13,-3,
base,active,,1547.0,1653.0,4 7 8 10 11 13,75,False
base,active,,1554.0,1564.0,6 14 15,-1,
base,switching_off,,1564.0,1569.0,6 14 15,-2,
base,active,,1569.0,1574.0,0 1 2 12,-1,
base,switching_on,,1569.0,1574.0,6,-3,
base,sleeping,,1569.0,1624.0,14 15,-4,
base,active,,1574.0,1667.0,0 1 2 6 12,76,False
base,active,,1624.0,1629.0,3 5 9,-1,
base,switching_on,,1624.0,1629.0,14 15,-3,
base,active,,1629.0,1699.0,3 5 9 14 15,78,False
base,active,,1653.0,1663.0,11 13,-1,
base,active,,1653.0,1759.0,4 7 8 10,80,False
base,switching_off,,1663.0,1668.0,11 13,-2,
base,active,,1667.0,1673.0,0 1 2 6 12,-1,
base,switching_on,,1668.0,1673.0,11 13,-3,
base,active,,1673.0,1743.0,0 1 2 6 11 12 13,79,False
base,active,,1699.0,1747.0,3 5 9 14 15,81,False
base,active,,1743.0,1747.0,13,-1,
base,active,,1743.0,1824.0,6 11 12,83,False
base,active,,1743.0,1829.0,0 1 2,82,False
base,active,,1747.0,1811.0,3 5 9,84,False
base,active,,1747.0,1830.0,13 14 15,85,False
base,active,,1759.0,1814.0,4 7 8 10,86,False
base,active,,1811.0,1860.0,3 5 9,87,False
base,active,,1814.0,1886.0,4 7 8 10,88,False
base,active,,1824.0,1829.0,6,-1,
base,active,,1824.0,1830.0,11 12,-1,
base,active,,1829.0,1868.0,0 1 2 6,90,False
base,active,,1830.0,1840.0,14 15,-1,
base,active,,1830.0,1961.0,11 12 13,91,False
base,switching_off,,1840.0,1845.0,14 15,-2,
base,sleeping,,1845.0,1860.0,14,-4,
base,sleeping,,1845.0,1961.0,15,-4,
base,active,,1860.0,1865.0,3 5 9,-1,
base,switching_on,,1860.0,1865.0,14,-3,
base,active,,1865.0,1932.0,3 5 9 14,92,False
base,active,,1868.0,1995.0,0 1 2 6,93,False
base,active,,1886.0,1939.0,4 7 8 10,94,False
base,active,,1932.0,1942.0,14,-1,
base,active,,1932.0,2018.0,3 5 9,95,False
base,active,,1939.0,2064.0,4 7 8 10,96,False
base,switching_off,,1942.0,1947.0,14,-2,
base,sleeping,,1947.0,1961.0,14,-4,
base,active,,1961.0,1966.0,11 12 13,-1,
base,switching_on,,1961.0,1966.0,14 15,-3,
base,active,,1966.0,1979.0,11 12 13 14 15,98,False
base,active,,1979.0,1989.0,15,-1,
base,active,,1979.0,2023.0,11 12 13 14,99,False
base,switching_off,,1989.0,1994.0,15,-2,
base,sleeping,,1994.0,2096.0,15,-4,
base,active,,1995.0,2005.0,6,-1,
base,active,,1995.0,2096.0,0 1 2,100,False
base,switching_off,,2005.0,2010.0,6,-2,
base,sleeping,,2010.0,2096.0,6,-4,
base,active,,2018.0,2028.0,3 5 9,-1,
base,active,,2023.0,2033.0,11 12 13 14,-1,
base,switching_off,,2028.0,2033.0,3 5 9,-2,
base,switching_off,,2033.0,2038.0,11 12 13 14,-2,
base,sleeping,,2033.0,2096.0,3 5 9,-4,
base,sleeping,,2038.0,2096.0,11 12 13 14,-4,
base,active,,2064.0,2074.0,4 7 8 10,-1,
base,switching_off,,2074.0,2079.0,4 7 8 10,-2,
base,sleeping,,2079.0,2096.0,4 7 8 10,-4,
