id,energy_consumption,energy_effective,energy_waste
0,430920.0,421050.0,9870.0
1,430920.0,421050.0,9870.0
2,430920.0,421050.0,9870.0
3,430920.0,421470.0,9450.0
4,430920.0,414750.0,16170.0
5,420669.0,406770.0,13899.0
6,413835.0,395640.0,18195.0
7,410820.0,388500.0,22320.0
8,426498.0,403200.0,23298.0
9,412428.0,393750.0,18678.0
10,421071.0,398370.0,22701.0
11,421071.0,398580.0,22491.0
12,423483.0,395010.0,28473.0
13,395946.0,363300.0,32646.0
14,388911.0,341670.0,47241.0
15,348108.0,291270.0,56838.0
