dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,8.0,0 1 2 3 4,-1.0,
base,active,,0.0,10.0,5 6 7,-1.0,
base,active,,0.0,26.0,8 9 10 11 12 13 14 15 16,-1.0,
base,active,8.0,8.0,142.0,0 1 2 3 4,1.0,False
base,active,10.0,10.0,114.0,5 6 7,2.0,False
base,switching_off,,26.0,31.0,8 9 10 11 12 13 14 15 16,-2.0,
base,sleeping,,31.0,32.0,8 9 10,-4.0,
base,sleeping,,31.0,43.0,11 12 13 14,-4.0,
base,sleeping,,31.0,114.0,15,-4.0,
base,sleeping,,31.0,130.0,16,-4.0,
base,switching_on,,32.0,37.0,8 9 10,-3.0,
base,active,32.0,37.0,130.0,8 9 10,3.0,False
base,switching_on,,43.0,48.0,11 12 13 14,-3.0,
base,active,43.0,48.0,141.0,11 12 13 14,4.0,False
base,active,,114.0,119.0,5 6 7,-1.0,
base,switching_on,,114.0,119.0,15,-3.0,
base,active,75.0,119.0,189.0,5 6 7 15,5.0,False
base,active,,130.0,135.0,8 9 10,-1.0,
base,switching_on,,130.0,135.0,16,-3.0,
base,active,88.0,135.0,261.0,8 9 10 16,6.0,False
base,active,90.0,141.0,231.0,11 12 13 14,7.0,False
base,active,105.0,142.0,256.0,0 1 2 3 4,8.0,False
base,active,,189.0,215.0,15,-1.0,
base,active,109.0,189.0,304.0,5 6 7,10.0,False
base,switching_off,,215.0,220.0,15,-2.0,
base,sleeping,,220.0,231.0,15,-4.0,
base,active,,231.0,236.0,11 12 13 14,-1.0,
base,switching_on,,231.0,236.0,15,-3.0,
base,active,106.0,236.0,362.0,11 12 13 14 15,9.0,False
base,active,171.0,256.0,349.0,3 4,14.0,False
base,active,132.0,256.0,364.0,0 1 2,11.0,False
base,active,,261.0,287.0,16,-1.0,
base,active,134.0,261.0,361.0,8 9 10,12.0,False
base,switching_off,,287.0,292.0,16,-2.0,
base,sleeping,,292.0,304.0,16,-4.0,
base,active,,304.0,309.0,5 6 7,-1.0,
base,switching_on,,304.0,309.0,16,-3.0,
base,active,142.0,309.0,419.0,5 6 7 16,13.0,False
base,active,,349.0,361.0,3 4,-1.0,
base,active,,361.0,362.0,10,-1.0,
base,active,175.0,361.0,481.0,3 4 8 9,15.0,False
base,active,,362.0,364.0,14 15,-1.0,
base,active,177.0,362.0,461.0,10 11,16.0,False
base,active,310.0,362.0,478.0,12 13,25.0,False
base,active,195.0,364.0,477.0,0 1 2 14 15,17.0,False
base,active,208.0,419.0,543.0,5 6 7 16,18.0,False
base,active,422.0,461.0,573.0,10 11,28.0,False
base,active,457.0,477.0,593.0,15,32.0,False
base,active,246.0,477.0,611.0,0 1 2 14,19.0,False
base,active,,478.0,481.0,12,-1.0,
base,active,,478.0,504.0,13,-1.0,
base,active,255.0,481.0,593.0,3 4 8 9 12,20.0,False
base,switching_off,,504.0,509.0,13,-2.0,
base,sleeping,,509.0,574.0,13,-4.0,
base,active,,543.0,569.0,16,-1.0,
base,active,268.0,543.0,646.0,5 6 7,21.0,False
base,switching_off,,569.0,574.0,16,-2.0,
base,active,,573.0,579.0,10 11,-1.0,
base,switching_on,,574.0,579.0,13 16,-3.0,
base,active,269.0,579.0,689.0,10 11 13 16,22.0,False
base,active,282.0,593.0,702.0,3 4 8 9,23.0,False
base,active,448.0,593.0,711.0,12 15,30.0,False
base,active,,611.0,637.0,14,-1.0,
base,active,284.0,611.0,734.0,0 1 2,24.0,False
base,switching_off,,637.0,642.0,14,-2.0,
base,sleeping,,642.0,689.0,14,-4.0,
base,active,364.0,646.0,771.0,5 6 7,26.0,False
base,active,,689.0,694.0,10 11 13 16,-1.0,
base,switching_on,,689.0,694.0,14,-3.0,
base,active,410.0,694.0,845.0,10 11 13 14 16,27.0,False
base,active,,702.0,711.0,3 4 8 9,-1.0,
base,active,,711.0,734.0,15,-1.0,
base,active,435.0,711.0,819.0,3 4 8 9 12,29.0,False
base,active,593.0,734.0,832.0,2 15,39.0,False
base,active,449.0,734.0,849.0,0 1,31.0,False
base,active,478.0,771.0,880.0,5 6 7,33.0,False
base,active,,819.0,832.0,12,-1.0,
base,active,509.0,819.0,910.0,3 4 8 9,34.0,False
base,active,604.0,832.0,931.0,2 12 15,40.0,False
base,active,511.0,845.0,972.0,10 11 13 14 16,35.0,False
base,active,,849.0,875.0,0 1,-1.0,
base,switching_off,,875.0,880.0,0 1,-2.0,
base,active,,880.0,885.0,5 6 7,-1.0,
base,switching_on,,880.0,885.0,0,-3.0,
base,sleeping,,880.0,910.0,1,-4.0,
base,active,518.0,885.0,978.0,0 5 6 7,36.0,False
base,active,,910.0,915.0,3 4 8 9,-1.0,
base,switching_on,,910.0,915.0,1,-3.0,
base,active,545.0,915.0,1038.0,1 3 4 8 9,37.0,False
base,active,,931.0,957.0,15,-1.0,
base,active,643.0,931.0,1017.0,2 12,43.0,False
base,switching_off,,957.0,962.0,15,-2.0,
base,sleeping,,962.0,1086.0,15,-4.0,
base,active,,972.0,978.0,16,-1.0,
base,active,560.0,972.0,1086.0,10 11 13 14,38.0,False
base,active,624.0,978.0,1087.0,0 5 6 7 16,41.0,False
base,active,720.0,1017.0,1130.0,2 12,46.0,False
base,active,629.0,1038.0,1110.0,1 3 4 8 9,42.0,False
base,active,,1086.0,1091.0,10 11 13 14,-1.0,
base,switching_on,,1086.0,1091.0,15,-3.0,
base,active,661.0,1087.0,1194.0,0 5 6 7 16,45.0,False
base,active,649.0,1091.0,1208.0,10 11 13 14 15,44.0,False
base,active,798.0,1110.0,1207.0,8 9,53.0,False
base,active,728.0,1110.0,1210.0,1 3 4,47.0,False
base,active,1070.0,1130.0,1265.0,2 12,68.0,False
base,active,736.0,1194.0,1304.0,0 5 6 7 16,48.0,False
base,active,,1207.0,1208.0,8 9,-1.0,
base,active,777.0,1208.0,1310.0,8 9 10,49.0,False
base,active,783.0,1208.0,1333.0,11 13 14 15,50.0,False
base,active,,1210.0,1236.0,1 3 4,-1.0,
base,switching_off,,1236.0,1241.0,1 3 4,-2.0,
base,sleeping,,1241.0,1265.0,1 3,-4.0,
base,sleeping,,1241.0,1303.0,4,-4.0,
base,active,,1265.0,1270.0,2 12,-1.0,
base,switching_on,,1265.0,1270.0,1 3,-3.0,
base,active,788.0,1270.0,1381.0,1 2 3 12,51.0,False
base,switching_on,,1303.0,1308.0,4,-3.0,
base,active,,1304.0,1310.0,7,-1.0,
base,active,,1304.0,1330.0,16,-1.0,
base,active,790.0,1304.0,1427.0,0 5 6,52.0,False
base,active,1303.0,1308.0,1418.0,4,79.0,False
