batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.2.0,95290.000000,155.000000,1.000000,152.000000,0.000000,1.000000,152.000000,0.000000,8,2,1,1,1,0,0,10,0.046314,0.084220,0.000000,304.000000,186.000000,240.000000,30.000000,10.000000,0.000000
