dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,2.0,6 7 8 9 10 11 12,-1,
base,active,,0.0,14.0,13 14 15 16 17 18 19 20,-1,
base,active,,0.0,17.0,21 22 23 24 25 26,-1,
base,active,,0.0,20.0,0 1 2 3 4 5,1,False
base,active,,0.0,27.0,27,-1,
base,active,,2.0,71.0,6 7 8 9 10 11 12,2,False
base,active,,14.0,109.0,13 14 15 16 17 18 19 20,3,False
base,active,,17.0,113.0,21 22 23 24 25 26,4,False
base,active,,20.0,27.0,0 1 2 3 4 5,-1,
base,switching_off,,27.0,32.0,0 1 2 3 4 5 27,-2,
base,sleeping,,32.0,38.0,0 1 2 3 4,-4,
base,sleeping,,32.0,71.0,5 27,-4,
base,switching_on,,38.0,43.0,0 1 2 3 4,-3,
base,active,,43.0,170.0,0 1 2 3 4,8,False
base,active,,71.0,76.0,6 7 8 9 10 11 12,-1,
base,switching_on,,71.0,76.0,5 27,-3,
base,active,,76.0,156.0,5 6 7 8 9 10 11 12 27,5,False
base,active,,109.0,163.0,13 14 15 16 17 18 19 20,6,False
base,active,,113.0,178.0,21 22 23 24 25 26,7,False
base,active,,156.0,163.0,11 12,-1,
base,active,,156.0,183.0,27,-1,
base,active,,156.0,274.0,5 6 7 8 9 10,9,False
base,active,,163.0,170.0,18 19,-1,
base,active,,163.0,178.0,20,-1,
base,active,,163.0,265.0,11 12 13 14 15 16 17,10,False
base,active,,170.0,251.0,0 1 2 3 4 18 19,11,False
base,active,,178.0,205.0,26,-1,
base,active,,178.0,326.0,20 21 22 23 24 25,12,False
base,switching_off,,183.0,188.0,27,-2,
base,sleeping,,188.0,436.0,27,-4,
base,switching_off,,205.0,210.0,26,-2,
base,sleeping,,210.0,423.0,26,-4,
base,active,,251.0,381.0,0 1 2 3 4 18 19,13,False
base,active,,265.0,274.0,16 17,-1,
base,active,,265.0,310.0,11 12 13 14 15,14,False
base,active,,274.0,280.0,5 6 7 8 9 10 16 17,15,False
base,active,,280.0,292.0,16 17,-1,
base,active,,280.0,423.0,5 6 7 8 9 10,16,False
base,switching_off,,292.0,297.0,16 17,-2,
base,sleeping,,297.0,310.0,16 17,-4,
base,active,,310.0,315.0,11 12 13 14 15,-1,
base,switching_on,,310.0,315.0,16 17,-3,
base,active,,315.0,436.0,11 12 13 14 15 16 17,17,False
base,active,,326.0,461.0,20 21 22 23 24 25,18,False
base,active,,381.0,431.0,0 1 2 3 4 18 19,19,False
base,active,,423.0,428.0,5 6 7 8 9 10,-1,
base,switching_on,,423.0,428.0,26,-3,
base,active,,428.0,620.0,5 6 7 8 9 10 26,20,False
base,active,,431.0,437.0,0 1 2 3 4 18,21,False
base,active,,431.0,441.0,19,-1,
base,active,,436.0,441.0,16 17,-1,
base,switching_on,,436.0,441.0,27,-3,
base,active,,436.0,555.0,11 12 13 14 15,22,False
base,active,,437.0,458.0,18,-1,
base,active,,437.0,488.0,0 1 2 3 4,23,False
base,active,,441.0,543.0,16 17 19 27,27,False
base,switching_off,,458.0,463.0,18,-2,
base,active,,461.0,473.0,20 21 22 23 24 25,44,False
base,sleeping,,463.0,473.0,18,-4,
base,active,,473.0,478.0,20 21 22 23 24 25,-1,
base,switching_on,,473.0,478.0,18,-3,
base,active,,478.0,539.0,18 20 21 22 23 24 25,24,False
base,active,,488.0,515.0,4,-1,
base,active,,488.0,586.0,0 1 2 3,29,False
base,switching_off,,515.0,520.0,4,-2,
base,sleeping,,520.0,539.0,4,-4,
base,active,,539.0,544.0,18 20 21 22 23 24 25,-1,
base,switching_on,,539.0,544.0,4,-3,
base,active,,543.0,570.0,27,-1,
base,active,,543.0,633.0,16 17 19,63,False
base,active,,544.0,585.0,4 18 20 21 22 23 24 25,25,False
base,active,,555.0,614.0,11 12 13 14 15,30,False
base,switching_off,,570.0,575.0,27,-2,
base,sleeping,,575.0,614.0,27,-4,
base,active,,585.0,586.0,25,-1,
base,active,,585.0,684.0,4 18 20 21 22 23 24,26,False
base,active,,586.0,608.0,0 1 2 3 25,36,False
base,active,,608.0,612.0,25,-1,
base,active,,608.0,613.0,0 1 2 3,-1,
base,switching_off,,612.0,617.0,25,-2,
base,switching_off,,613.0,618.0,0 1 2 3,-2,
base,active,,614.0,619.0,11 12 13 14 15,-1,
base,switching_on,,614.0,619.0,27,-3,
base,sleeping,,617.0,618.0,25,-4,
base,switching_on,,618.0,623.0,0 1 2 3 25,-3,
base,active,,619.0,669.0,11 12 13 14 15 27,31,False
base,active,,620.0,675.0,5 6 7 8 9 10 26,28,False
base,active,,623.0,647.0,0 1 2 3 25,53,False
base,active,,633.0,647.0,16 17 19,-1,
base,active,,647.0,669.0,25,-1,
base,active,,647.0,753.0,0 1 2 3 16 17 19,32,False
base,active,,669.0,757.0,11 12 13 14 15 25 27,33,False
base,active,,675.0,746.0,5 6 7 8 9 10 26,34,False
base,active,,684.0,716.0,4 18 20 21 22 23 24,35,False
base,active,,716.0,743.0,24,-1,
base,active,,716.0,814.0,4 18 20 21 22 23,37,False
base,switching_off,,743.0,748.0,24,-2,
base,active,,746.0,753.0,26,-1,
base,active,,746.0,931.0,5 6 7 8 9 10,39,False
base,sleeping,,748.0,814.0,24,-4,
base,active,,753.0,825.0,0 1 2 3 16 17 19 26,38,False
base,active,,757.0,784.0,27,-1,
base,active,,757.0,853.0,11 12 13 14 15 25,40,False
base,switching_off,,784.0,789.0,27,-2,
base,sleeping,,789.0,853.0,27,-4,
base,active,,814.0,819.0,4 18 20 21 22 23,-1,
base,switching_on,,814.0,819.0,24,-3,
base,active,,819.0,862.0,4 18 20 21 22 23 24,41,False
base,active,,825.0,852.0,26,-1,
base,active,,825.0,947.0,0 1 2 3 16 17 19,42,False
base,switching_off,,852.0,857.0,26,-2,
base,active,,853.0,858.0,11 12 13 14 15 25,-1,
base,switching_on,,853.0,858.0,27,-3,
base,sleeping,,857.0,862.0,26,-4,
base,active,,858.0,931.0,11 12 13 14 15 25 27,43,False
base,active,,862.0,867.0,4 18 20 21 22 23 24,-1,
base,switching_on,,862.0,867.0,26,-3,
base,active,,867.0,918.0,4 18 20 21 22 23 24 26,45,False
base,active,,918.0,931.0,24 26,-1,
base,active,,918.0,998.0,4 18 20 21 22 23,46,False
base,active,,931.0,958.0,27,-1,
base,active,,931.0,984.0,12 13 14 15 24 25 26,48,False
base,active,,931.0,1053.0,5 6 7 8 9 10 11,47,False
base,active,,947.0,968.0,0 1 2 3 16 17,49,False
base,active,,947.0,973.0,19,-1,
base,switching_off,,958.0,963.0,27,-2,
base,sleeping,,963.0,968.0,27,-4,
base,active,,968.0,973.0,0 1 2 3 16 17,-1,
base,switching_on,,968.0,973.0,27,-3,
base,active,,973.0,978.0,0 1 2 3 16 17 19 27,50,False
base,active,,978.0,1059.0,0 1 2 3 16 17 19 27,51,False
base,active,,984.0,1043.0,12 13 14 15 24 25 26,52,False
base,active,,998.0,1036.0,4 18 20 21 22 23,54,False
base,active,,1036.0,1042.0,4 18 20 21 22 23,55,False
base,active,,1042.0,1150.0,4 18 20 21 22 23,59,False
base,active,,1043.0,1061.0,12 13 14 15 24 25 26,56,False
base,active,,1053.0,1059.0,10 11,-1,
base,active,,1053.0,1125.0,5 6 7 8 9,60,False
base,active,,1059.0,1061.0,19,-1,
base,active,,1059.0,1086.0,27,-1,
base,active,,1059.0,1210.0,0 1 2 3 10 11 16 17,57,False
base,active,,1061.0,1196.0,12 13 14 15 19 24 25 26,58,False
base,switching_off,,1086.0,1091.0,27,-2,
base,sleeping,,1091.0,1125.0,27,-4,
base,active,,1125.0,1130.0,5 6 7 8 9,-1,
base,switching_on,,1125.0,1130.0,27,-3,
base,active,,1130.0,1231.0,5 6 7 8 9 27,61,False
base,active,,1150.0,1177.0,23,-1,
base,active,,1150.0,1245.0,4 18 20 21 22,62,False
base,switching_off,,1177.0,1182.0,23,-2,
base,sleeping,,1182.0,1264.0,23,-4,
base,active,,1196.0,1261.0,12 13 14 15 19 24 25 26,64,False
base,active,,1210.0,1231.0,11 16 17,-1,
base,active,,1210.0,1264.0,0 1 2 3 10,65,False
base,active,,1231.0,1245.0,27,-1,
base,active,,1231.0,1284.0,5 6 7 8 9 11 16 17,66,False
base,active,,1245.0,1418.0,4 18 20 21 22 27,67,False
base,active,,1261.0,1269.0,26,-1,
base,active,,1261.0,1397.0,12 13 14 15 19 24 25,68,False
base,active,,1264.0,1269.0,0 1 2 3 10,-1,
base,switching_on,,1264.0,1269.0,23,-3,
base,active,,1269.0,1393.0,0 1 2 3 10 23 26,69,False
base,active,,1284.0,1311.0,17,-1,
base,active,,1284.0,1354.0,5 6 7 8 9 11 16,70,False
base,switching_off,,1311.0,1316.0,17,-2,
base,sleeping,,1316.0,1393.0,17,-4,
base,active,,1354.0,1368.0,16,-1,
base,active,,1354.0,1368.0,5 6 7 8 9 11,71,False
base,active,,1368.0,1492.0,5 6 7 8 9 11 16,72,False
base,active,,1393.0,1397.0,23 26,-1,
base,active,,1393.0,1398.0,0 1 2 3 10,-1,
base,switching_on,,1393.0,1398.0,17,-3,
base,active,,1397.0,1437.0,12 13 14 15 19 23 24 25 26,73,False
base,active,,1398.0,1498.0,0 1 2 3 10 17,74,False
base,active,,1418.0,1532.0,4 18 20 21 22 27,75,False
base,active,,1437.0,1464.0,26,-1,
base,active,,1437.0,1541.0,12 13 14 15 19 23 24 25,76,False
base,switching_off,,1464.0,1469.0,26,-2,
base,sleeping,,1469.0,1498.0,26,-4,
base,active,,1492.0,1503.0,16,-1,
base,active,,1492.0,1629.0,5 6 7 8 9 11,77,False
base,active,,1498.0,1503.0,0 1 2 3 10 17,-1,
base,switching_on,,1498.0,1503.0,26,-3,
base,active,,1503.0,1574.0,0 1 2 3 10 16 17 26,78,False
base,active,,1532.0,1559.0,27,-1,
base,active,,1532.0,1573.0,4 18 20 21 22,80,False
base,active,,1541.0,1568.0,25,-1,
base,active,,1541.0,1695.0,12 13 14 15 19 23 24,79,False
base,switching_off,,1559.0,1564.0,27,-2,
base,sleeping,,1564.0,1573.0,27,-4,
base,switching_off,,1568.0,1573.0,25,-2,
base,active,,1573.0,1578.0,4 18 20 21 22,-1,
base,switching_on,,1573.0,1578.0,25 27,-3,
base,active,,1574.0,1601.0,26,-1,
base,active,,1574.0,1639.0,0 1 2 3 10 16 17,82,False
base,active,,1578.0,1731.0,4 18 20 21 22 25 27,81,False
base,switching_off,,1601.0,1606.0,26,-2,
base,sleeping,,1606.0,1785.0,26,-4,
base,active,,1629.0,1771.0,5 6 7 8 9 11,83,False
base,active,,1639.0,1666.0,17,-1,
base,active,,1639.0,1706.0,0 1 2 3 10 16,84,False
base,switching_off,,1666.0,1671.0,17,-2,
base,sleeping,,1671.0,1706.0,17,-4,
base,active,,1695.0,1711.0,24,-1,
base,active,,1695.0,1739.0,12 13 14 15 19 23,85,False
base,active,,1706.0,1711.0,0 1 2 3 10 16,-1,
base,switching_on,,1706.0,1711.0,17,-3,
base,active,,1711.0,1785.0,0 1 2 3 10 16 17 24,86,False
base,active,,1731.0,1846.0,4 18 20 21 22 25 27,87,False
base,active,,1739.0,1766.0,23,-1,
base,active,,1739.0,1822.0,12 13 14 15 19,88,False
base,switching_off,,1766.0,1771.0,23,-2,
base,active,,1771.0,1776.0,5 6 7 8 9 11,-1,
base,switching_on,,1771.0,1776.0,23,-3,
base,active,,1776.0,1865.0,5 6 7 8 9 11 23,90,False
base,active,,1785.0,1790.0,0 1 2 3 10 16 17 24,-1,
base,switching_on,,1785.0,1790.0,26,-3,
base,active,,1790.0,1861.0,0 1 2 3 10 16 17 24 26,89,False
base,active,,1822.0,1846.0,12 13 14 15 19,-1,
base,active,,1846.0,1861.0,21 22 25 27,-1,
base,active,,1846.0,1987.0,4 12 13 14 15 18 19 20,91,False
base,active,,1861.0,1948.0,0 1 2 3 10 16,92,False
base,active,,1861.0,1997.0,17 21 22 24 25 26 27,93,False
base,active,,1865.0,1892.0,5 6 7 8 9 11 23,95,False
base,active,,1892.0,1901.0,5 6 7 8 9 11 23,98,False
base,active,,1901.0,1928.0,5 6 7 8 9 11 23,-1,
base,switching_off,,1928.0,1933.0,5 6 7 8 9 11 23,-2,
base,sleeping,,1933.0,1948.0,5 6,-4,
base,sleeping,,1933.0,2168.0,7 8 9 11 23,-4,
base,active,,1948.0,1953.0,0 1 2 3 10 16,-1,
base,switching_on,,1948.0,1953.0,5 6,-3,
base,active,,1953.0,2005.0,0 1 2 3 5 6 10 16,94,False
base,active,,1987.0,1997.0,20,-1,
base,active,,1987.0,2111.0,4 12 13 14 15 18 19,96,False
base,active,,1997.0,2093.0,17 20 21 22 24 25 26 27,97,False
base,active,,2005.0,2032.0,16,-1,
base,active,,2005.0,2135.0,0 1 2 3 5 6 10,99,False
base,switching_off,,2032.0,2037.0,16,-2,
base,sleeping,,2037.0,2168.0,16,-4,
base,active,,2093.0,2120.0,27,-1,
base,active,,2093.0,2168.0,17 20 21 22 24 25 26,100,False
base,active,,2111.0,2138.0,4 12 13 14 15 18 19,-1,
base,switching_off,,2120.0,2125.0,27,-2,
base,sleeping,,2125.0,2168.0,27,-4,
base,active,,2135.0,2162.0,0 1 2 3 5 6 10,-1,
base,switching_off,,2138.0,2143.0,4 12 13 14 15 18 19,-2,
base,sleeping,,2143.0,2168.0,4 12 13 14 15 18 19,-4,
base,switching_off,,2162.0,2167.0,0 1 2 3 5 6 10,-2,
base,sleeping,,2167.0,2168.0,0 1 2 3 5 6 10,-4,
