dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,296.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,0.0,760.0,8,-1.0,
base,active,,0.0,1500.0,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-1.0,
base,active,296.0,296.0,376.0,0 1 2 3 4 5 6 7,1.0,False
base,active,,376.0,760.0,0 1 2 3 4 5 6 7,-1.0,
base,active,760.0,760.0,794.0,0 1 2 3 4 5 6 7 8,2.0,False
base,active,,794.0,2294.0,0 1 2 3 4 5 6 7 8,-1.0,
base,switching_off,,1500.0,1505.0,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-2.0,
base,sleeping,,1505.0,6538.0,9 10 11 12,-4.0,
base,sleeping,,1505.0,16799.0,13 14 15,-4.0,
base,sleeping,,1505.0,16834.0,16 17 18 19 20 21 22 23 24,-4.0,
base,sleeping,,1505.0,24801.0,25 26,-4.0,
base,sleeping,,1505.0,102703.0,27 28 29 30 31,-4.0,
base,switching_off,,2294.0,2299.0,0 1 2 3 4 5 6 7 8,-2.0,
base,sleeping,,2299.0,2504.0,0 1 2 3 4 5 6 7 8,-4.0,
base,switching_on,,2504.0,2509.0,0 1 2 3 4 5 6 7 8,-3.0,
base,active,2504.0,2509.0,2609.0,0 1 2 3 4 5 6 7 8,3.0,False
base,active,,2609.0,3238.0,0 1 2 3 4,-1.0,
base,active,,2609.0,3605.0,5 6,-1.0,
base,active,,2609.0,4085.0,7,-1.0,
base,active,,2609.0,4109.0,8,-1.0,
base,active,3238.0,3238.0,3346.0,0 1 2 3 4,4.0,False
base,active,,3346.0,3605.0,0 1 2 3 4,-1.0,
base,active,3605.0,3605.0,3657.0,0 1 2 3 4 5 6,5.0,False
base,active,,3657.0,4085.0,0 1 2 3 4 5 6,-1.0,
base,active,4085.0,4085.0,4165.0,0 1 2 3 4 5 6 7,6.0,False
base,switching_off,,4109.0,4114.0,8,-2.0,
base,sleeping,,4114.0,6538.0,8,-4.0,
base,active,,4165.0,4476.0,0 1 2 3 4 5 6,-1.0,
base,active,,4165.0,5665.0,7,-1.0,
base,active,4476.0,4476.0,4523.0,0 1 2 3 4 5 6,7.0,False
base,active,,4523.0,4859.0,0 1 2 3 4,-1.0,
base,active,,4523.0,5675.0,5 6,-1.0,
base,active,4859.0,4859.0,4946.0,0 1 2 3 4,8.0,False
base,active,,4946.0,5675.0,0 1 2 3 4,-1.0,
base,switching_off,,5665.0,5670.0,7,-2.0,
base,sleeping,,5670.0,6538.0,7,-4.0,
base,active,5675.0,5675.0,5736.0,0 1 2 3 4 5 6,9.0,False
base,active,,5736.0,6426.0,0 1 2 3 4 5 6,-1.0,
base,active,6426.0,6426.0,6580.0,0 1 2 3 4 5 6,10.0,False
base,switching_on,,6538.0,6543.0,7 8 9 10 11 12,-3.0,
base,active,6538.0,6543.0,6611.0,7 8 9 10 11 12,11.0,False
base,active,,6580.0,7003.0,0 1 2 3 4 5 6,-1.0,
base,active,,6611.0,7003.0,7,-1.0,
base,active,,6611.0,8111.0,8 9 10 11 12,-1.0,
base,active,7003.0,7003.0,7074.0,0 1 2 3 4 5 6 7,12.0,False
base,active,,7074.0,8386.0,0 1 2 3 4 5 6 7,-1.0,
base,switching_off,,8111.0,8116.0,8 9 10 11 12,-2.0,
base,sleeping,,8116.0,10608.0,8,-4.0,
base,sleeping,,8116.0,12047.0,9,-4.0,
base,sleeping,,8116.0,16799.0,10 11 12,-4.0,
base,active,8386.0,8386.0,8490.0,0 1 2 3 4 5 6 7,13.0,False
base,active,,8490.0,8933.0,0 1 2 3 4 5,-1.0,
base,active,,8490.0,9753.0,6 7,-1.0,
base,active,8933.0,8933.0,9005.0,0 1 2 3 4 5,14.0,False
base,active,,9005.0,9753.0,0 1 2 3 4 5,-1.0,
base,active,9753.0,9753.0,9831.0,0 1 2 3 4 5 6 7,15.0,False
base,active,,9831.0,10613.0,0 1 2 3 4 5 6 7,-1.0,
base,switching_on,,10608.0,10613.0,8,-3.0,
base,active,10608.0,10613.0,10698.0,0 1 2 3 4 5 6 7 8,16.0,False
base,active,,10698.0,12052.0,0 1 2 3 4 5 6 7 8,-1.0,
base,switching_on,,12047.0,12052.0,9,-3.0,
base,active,12047.0,12052.0,12150.0,0 1 2 3 4 5 6 7 8 9,17.0,False
base,active,,12150.0,12616.0,0 1 2 3 4 5 6 7 8,-1.0,
base,active,,12150.0,13650.0,9,-1.0,
base,active,12616.0,12616.0,12700.0,0 1 2 3 4 5 6 7 8,18.0,False
base,active,,12700.0,13774.0,0 1 2 3 4 5 6 7 8,-1.0,
