id,energy_consumption,energy_effective,energy_waste
0,3587960.0,1733750.0,1854210.0
1,3587960.0,1733750.0,1854210.0
2,3587960.0,1733750.0,1854210.0
3,3587960.0,1733750.0,1854210.0
4,3587960.0,1733750.0,1854210.0
5,3587960.0,1726150.0,1861810.0
6,3587960.0,1565600.0,2022360.0
7,3587960.0,1406570.0,2181390.0
8,3587960.0,1125560.0,2462400.0
9,3587960.0,915610.0,2672350.0
10,3587960.0,894140.0,2693820.0
11,3587960.0,881220.0,2706740.0
12,3587960.0,851010.0,2736950.0
13,3587960.0,846450.0,2741510.0
14,3587960.0,811110.0,2776850.0
15,3587960.0,689130.0,2898830.0
16,3328044.0,501030.0,2827014.0
17,3328044.0,445550.0,2882494.0
18,3254196.0,355680.0,2898516.0
19,3251662.0,336680.0,2914982.0
20,3251662.0,327180.0,2924482.0
21,3251662.0,311410.0,2940252.0
22,3175823.0,286520.0,2889303.0
23,2884051.0,288040.0,2596011.0
24,2714273.0,274930.0,2439343.0
25,2427569.0,215460.0,2212109.0
26,1847283.0,117990.0,1729293.0
27,1899592.0,145540.0,1754052.0
28,1903936.0,150100.0,1753836.0
29,1908642.0,155040.0,1753602.0
30,964003.0,63270.0,900733.0
31,637841.0,44080.0,593761.0
