dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,5.0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,-1,
base,switching_off,,5.0,10.0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,-2,
base,switching_on,,10.0,15.0,0 1 2 3,-3,
base,sleeping,,10.0,23.0,4 5 6 7 8,-4,
base,sleeping,,10.0,36.0,9 10 11 12,-4,
base,sleeping,,10.0,44.0,13 14 15,-4,
base,active,,15.0,68.0,0 1 2 3,1,False
base,switching_on,,23.0,28.0,4 5 6 7 8,-3,
base,active,,28.0,71.0,4 5 6 7 8,2,False
base,switching_on,,36.0,41.0,9 10 11 12,-3,
base,active,,41.0,95.0,9 10 11 12,3,False
base,switching_on,,44.0,49.0,13 14 15,-3,
base,active,,49.0,108.0,13 14 15,5,False
base,active,,68.0,137.0,0 1 2 3,4,False
base,active,,71.0,76.0,8,-1,
base,active,,71.0,107.0,4 5 6 7,6,False
base,switching_off,,76.0,81.0,8,-2,
base,sleeping,,81.0,108.0,8,-4,
base,active,,95.0,242.0,9 10 11 12,7,False
base,active,,107.0,152.0,4 5 6 7,8,False
base,active,,108.0,113.0,13 14 15,-1,
base,switching_on,,108.0,113.0,8,-3,
base,active,,113.0,216.0,8 13 14 15,9,False
base,active,,137.0,142.0,0 1 2 3,-1,
base,switching_off,,142.0,147.0,0 1 2 3,-2,
base,sleeping,,147.0,152.0,0 1,-4,
base,sleeping,,147.0,201.0,2,-4,
base,sleeping,,147.0,216.0,3,-4,
base,active,,152.0,157.0,4 5 6 7,-1,
base,switching_on,,152.0,157.0,0 1,-3,
base,active,,157.0,275.0,0 1 4 5 6 7,10,False
base,switching_on,,201.0,206.0,2,-3,
base,active,,206.0,304.0,2,43,False
base,active,,216.0,221.0,8 13 14 15,-1,
base,switching_on,,216.0,221.0,3,-3,
base,active,,221.0,285.0,3 8 13 14 15,11,False
base,active,,242.0,278.0,9 10 11 12,12,False
base,active,,275.0,342.0,0 1 4 5,13,False
base,active,,275.0,389.0,6 7,39,False
base,active,,278.0,358.0,9 10 11 12,14,False
base,active,,285.0,290.0,15,-1,
base,active,,285.0,301.0,3 8 13 14,15,False
base,switching_off,,290.0,295.0,15,-2,
base,sleeping,,295.0,304.0,15,-4,
base,active,,301.0,309.0,3 8 13 14,-1,
base,active,,304.0,309.0,2,-1,
base,switching_on,,304.0,309.0,15,-3,
base,active,,309.0,339.0,2 3 8 13 14 15,16,False
base,active,,339.0,344.0,15,-1,
base,active,,339.0,448.0,2 3 8 13 14,17,False
base,active,,342.0,394.0,0 1 4 5,18,False
base,switching_off,,344.0,349.0,15,-2,
base,sleeping,,349.0,394.0,15,-4,
base,active,,358.0,363.0,9 10 11 12,-1,
base,switching_off,,363.0,368.0,9 10 11 12,-2,
base,sleeping,,368.0,389.0,9 10 11 12,-4,
base,active,,389.0,394.0,6 7,-1,
base,switching_on,,389.0,394.0,9 10 11 12,-3,
base,active,,394.0,399.0,0 1 4 5,-1,
base,switching_on,,394.0,399.0,15,-3,
base,active,,394.0,454.0,6 7 9 10 11 12,19,False
base,active,,399.0,511.0,0 1 4 5 15,20,False
base,active,,448.0,453.0,14,-1,
base,active,,448.0,527.0,2 3 8 13,21,False
base,switching_off,,453.0,458.0,14,-2,
base,active,,454.0,463.0,10 11 12,-1,
base,active,,454.0,561.0,6 7 9,22,False
base,switching_on,,458.0,463.0,14,-3,
base,active,,463.0,552.0,10 11 12 14,23,False
base,active,,511.0,544.0,0 1 4 5 15,24,False
