id,energy_consumption,energy_effective,energy_waste
0,414042.0,400260.0,13782.0
1,414042.0,400260.0,13782.0
2,414042.0,400260.0,13782.0
3,409017.0,398580.0,10437.0
4,383088.0,370440.0,12648.0
5,401982.0,388710.0,13272.0
6,409419.0,396900.0,12519.0
7,412032.0,398790.0,13242.0
8,410424.0,398370.0,12054.0
9,410424.0,398370.0,12054.0
10,413037.0,399210.0,13827.0
11,416655.0,404040.0,12615.0
12,358164.0,341040.0,17124.0
13,409821.0,395850.0,13971.0
14,411831.0,400260.0,11571.0
15,415047.0,404250.0,10797.0
16,417861.0,406350.0,11511.0
17,406203.0,391230.0,14973.0
18,399369.0,382200.0,17169.0
19,402384.0,379890.0,22494.0
20,374244.0,346920.0,27324.0
21,373842.0,348810.0,25032.0
22,339672.0,311220.0,28452.0
23,316557.0,285600.0,30957.0
24,372636.0,344190.0,28446.0
25,268116.0,228690.0,39426.0
