id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 845.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 845.0, 'finish_time': 868.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 868.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 873.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 845.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 845.0, 'finish_time': 868.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 868.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 873.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 845.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 845.0, 'finish_time': 868.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 868.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 873.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 845.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 845.0, 'finish_time': 868.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 868.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 873.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
4,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 845.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 845.0, 'finish_time': 868.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 868.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 873.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
5,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 412.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 412.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 502.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 502.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 605.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 605.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 727.0, 'finish_time': 845.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 845.0, 'finish_time': 868.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 868.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 873.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
6,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 335.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 335.0, 'finish_time': 340.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 340.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
7,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 201.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 201.0, 'finish_time': 312.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 312.0, 'finish_time': 335.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 335.0, 'finish_time': 340.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 340.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
8,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 110.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 110.0, 'finish_time': 185.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 185.0, 'finish_time': 185.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 185.0, 'finish_time': 277.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 277.0, 'finish_time': 277.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 277.0, 'finish_time': 375.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 375.0, 'finish_time': 375.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 375.0, 'finish_time': 469.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 469.0, 'finish_time': 492.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 492.0, 'finish_time': 497.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 497.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
9,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 0, 'finish_time': 100.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 100.0, 'finish_time': 110.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 110.0, 'finish_time': 185.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 185.0, 'finish_time': 185.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 185.0, 'finish_time': 277.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 277.0, 'finish_time': 277.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 277.0, 'finish_time': 375.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 375.0, 'finish_time': 375.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 375.0, 'finish_time': 469.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 469.0, 'finish_time': 492.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 492.0, 'finish_time': 497.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 497.0, 'finish_time': 873.0, 'dvfs_mode': 'base'}]"
