dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,7.0,0 1 2 3,-1.0,
base,active,,0.0,23.0,4 5 6 7 8,-1.0,
base,active,,0.0,36.0,9 10 11 12,-1.0,
base,active,,0.0,44.0,13 14 15,-1.0,
base,active,7.0,7.0,60.0,0 1 2 3,1.0,False
base,active,23.0,23.0,66.0,4 5 6 7 8,2.0,False
base,active,36.0,36.0,90.0,9 10 11 12,3.0,False
base,active,43.0,44.0,103.0,13 14 15,5.0,False
base,active,41.0,60.0,129.0,0 1 2 3,4.0,False
base,active,,66.0,73.0,8,-1.0,
base,active,44.0,66.0,102.0,4 5 6 7,6.0,False
base,switching_off,,73.0,78.0,8,-2.0,
base,sleeping,,78.0,103.0,8,-4.0,
base,active,50.0,90.0,237.0,9 10 11 12,7.0,False
base,active,51.0,102.0,147.0,4 5 6 7,8.0,False
base,active,,103.0,108.0,13 14 15,-1.0,
base,switching_on,,103.0,108.0,8,-3.0,
base,active,54.0,108.0,211.0,8 13 14 15,9.0,False
base,active,81.0,129.0,145.0,0 1 2 3,15.0,False
base,active,,145.0,147.0,0 1 2 3,-1.0,
base,active,,147.0,152.0,6 7,-1.0,
base,active,62.0,147.0,265.0,0 1 2 3 4 5,10.0,False
base,switching_off,,152.0,157.0,6 7,-2.0,
base,sleeping,,157.0,201.0,6,-4.0,
base,sleeping,,157.0,211.0,7,-4.0,
base,switching_on,,201.0,206.0,6,-3.0,
base,active,201.0,206.0,304.0,6,43.0,False
base,active,,211.0,216.0,8 13 14 15,-1.0,
base,switching_on,,211.0,216.0,7,-3.0,
base,active,64.0,216.0,280.0,7 8 13 14 15,11.0,False
base,active,70.0,237.0,273.0,9 10 11 12,12.0,False
base,active,71.0,265.0,332.0,0 1 2 3,13.0,False
base,active,181.0,265.0,379.0,4 5,39.0,False
base,active,72.0,273.0,353.0,9 10 11 12,14.0,False
base,active,,280.0,304.0,7 8 13 14 15,-1.0,
base,active,81.0,304.0,334.0,6 7 8 13 14 15,16.0,False
base,active,86.0,332.0,384.0,0 1 2 3,18.0,False
base,active,,334.0,354.0,15,-1.0,
base,active,81.0,334.0,443.0,6 7 8 13 14,17.0,False
base,active,,353.0,379.0,9 10 11 12,-1.0,
base,switching_off,,354.0,359.0,15,-2.0,
base,sleeping,,359.0,384.0,15,-4.0,
base,active,92.0,379.0,439.0,4 5 9 10 11 12,19.0,False
base,active,,384.0,389.0,0 1 2 3,-1.0,
base,switching_on,,384.0,389.0,15,-3.0,
base,active,93.0,389.0,501.0,0 1 2 3 15,20.0,False
base,active,94.0,439.0,518.0,4 5 9 10,21.0,False
base,active,314.0,439.0,569.0,11 12,69.0,False
base,active,419.0,443.0,548.0,13 14,89.0,False
base,active,99.0,443.0,550.0,6 7 8,22.0,False
base,active,,501.0,518.0,15,-1.0,
base,active,104.0,501.0,590.0,0 1 2 3,23.0,False
base,active,105.0,518.0,551.0,4 5 9 10 15,24.0,False
base,active,,548.0,550.0,13 14,-1.0,
base,active,109.0,550.0,617.0,6 7 8 13 14,25.0,False
base,active,,551.0,568.0,15,-1.0,
base,active,111.0,551.0,589.0,4 5 9 10,26.0,False
base,switching_off,,568.0,573.0,15,-2.0,
base,active,449.0,569.0,653.0,11 12,97.0,False
base,sleeping,,573.0,590.0,15,-4.0,
base,active,118.0,589.0,663.0,4 5 9 10,27.0,False
base,active,,590.0,595.0,0 1 2 3,-1.0,
base,switching_on,,590.0,595.0,15,-3.0,
base,active,118.0,595.0,673.0,0 1 2 3 15,28.0,False
base,active,,617.0,653.0,14,-1.0,
base,active,123.0,617.0,715.0,6 7 8 13,29.0,False
base,active,162.0,653.0,726.0,11 12 14,34.0,False
base,active,139.0,663.0,769.0,4 5 9 10,30.0,False
base,active,139.0,673.0,775.0,0 1 2 3 15,31.0,False
base,active,139.0,715.0,791.0,6 7 8 13,32.0,False
base,active,165.0,726.0,806.0,11 12 14,35.0,False
base,active,156.0,769.0,798.0,4 5 9 10,33.0,False
base,active,170.0,775.0,869.0,0 1 2 3 15,36.0,False
base,active,175.0,791.0,839.0,6 7 8,37.0,False
base,active,,791.0,841.0,13,-1.0,
base,active,,798.0,806.0,4 5 9 10,-1.0,
base,active,,806.0,856.0,14,-1.0,
base,active,180.0,806.0,869.0,4 5 9 10 11 12,38.0,False
base,active,184.0,839.0,947.0,6 7 8,40.0,False
base,switching_off,,841.0,846.0,13,-2.0,
base,sleeping,,846.0,947.0,13,-4.0,
base,switching_off,,856.0,861.0,14,-2.0,
base,sleeping,,861.0,978.0,14,-4.0,
base,active,204.0,869.0,934.0,9 10 11 12 15,44.0,False
base,active,196.0,869.0,946.0,0 1 2,41.0,False
base,active,200.0,869.0,973.0,3 4 5,42.0,False
base,active,,934.0,946.0,15,-1.0,
base,active,204.0,934.0,1029.0,9 10 11 12,45.0,False
base,active,209.0,946.0,978.0,0 1 2 15,46.0,False
base,active,,947.0,952.0,6 7 8,-1.0,
base,switching_on,,947.0,952.0,13,-3.0,
base,active,215.0,952.0,1054.0,6 7 8 13,47.0,False
base,active,218.0,973.0,1091.0,3 4 5,48.0,False
base,active,,978.0,983.0,0 1 2 15,-1.0,
base,switching_on,,978.0,983.0,14,-3.0,
base,active,218.0,983.0,1051.0,0 1 2 14 15,49.0,False
base,active,223.0,1029.0,1143.0,9 10 11 12,51.0,False
base,active,222.0,1051.0,1123.0,0 1 2 14 15,50.0,False
base,active,225.0,1054.0,1086.0,6 7 8 13,52.0,False
base,active,227.0,1086.0,1165.0,6 7 8 13,53.0,False
base,active,228.0,1091.0,1264.0,3 4 5,54.0,False
base,active,,1123.0,1143.0,15,-1.0,
base,active,234.0,1123.0,1172.0,0 1 2 14,55.0,False
base,active,241.0,1143.0,1175.0,9 10 11 12 15,56.0,False
base,active,,1165.0,1183.0,13,-1.0,
base,active,242.0,1165.0,1216.0,6 7 8,57.0,False
base,active,,1172.0,1173.0,14,-1.0,
base,active,242.0,1172.0,1243.0,0 1 2,58.0,False
base,switching_off,,1173.0,1178.0,14,-2.0,
base,active,,1175.0,1183.0,12 15,-1.0,
base,active,244.0,1175.0,1284.0,9 10 11,59.0,False
base,switching_on,,1178.0,1183.0,14,-3.0,
base,active,254.0,1183.0,1279.0,12 13 14 15,60.0,False
base,active,,1216.0,1243.0,6 7 8,-1.0,
base,active,259.0,1243.0,1277.0,0 1 2 6 7 8,61.0,False
base,active,267.0,1264.0,1336.0,3 4 5,62.0,False
base,active,,1277.0,1279.0,8,-1.0,
base,active,282.0,1277.0,1337.0,0 1 2 6 7,63.0,False
base,active,,1279.0,1329.0,15,-1.0,
base,active,284.0,1279.0,1360.0,8 12 13 14,64.0,False
base,active,414.0,1284.0,1333.0,9 10 11,87.0,False
base,switching_off,,1329.0,1334.0,15,-2.0,
base,active,,1333.0,1334.0,9 10 11,-1.0,
base,sleeping,,1334.0,1336.0,15,-4.0,
base,switching_off,,1334.0,1339.0,9 10 11,-2.0,
base,active,,1336.0,1337.0,5,-1.0,
base,active,,1336.0,1341.0,3 4,-1.0,
base,switching_on,,1336.0,1341.0,15,-3.0,
base,active,291.0,1337.0,1435.0,0 1 2 5 6 7,65.0,False
base,sleeping,,1339.0,1360.0,9,-4.0,
base,sleeping,,1339.0,1417.0,10,-4.0,
base,sleeping,,1339.0,1435.0,11,-4.0,
base,active,318.0,1341.0,1417.0,3 4 15,71.0,False
base,active,,1360.0,1365.0,8 12 13 14,-1.0,
base,switching_on,,1360.0,1365.0,9,-3.0,
base,active,295.0,1365.0,1398.0,8 9 12 13 14,66.0,False
base,active,,1398.0,1410.0,14,-1.0,
base,active,298.0,1398.0,1494.0,8 9 12 13,67.0,False
base,switching_off,,1410.0,1415.0,14,-2.0,
base,sleeping,,1415.0,1494.0,14,-4.0,
base,active,,1417.0,1422.0,3 4 15,-1.0,
base,switching_on,,1417.0,1422.0,10,-3.0,
base,active,312.0,1422.0,1498.0,3 4 10 15,68.0,False
base,active,,1435.0,1440.0,6 7,-1.0,
base,switching_on,,1435.0,1440.0,11,-3.0,
base,active,315.0,1435.0,1553.0,0 1 2 5,70.0,False
base,active,323.0,1440.0,1525.0,6 7 11,73.0,False
base,active,,1494.0,1499.0,8 9 12 13,-1.0,
base,switching_on,,1494.0,1499.0,14,-3.0,
base,active,,1498.0,1537.0,15,-1.0,
base,active,326.0,1498.0,1596.0,3 4 10,74.0,False
base,active,320.0,1499.0,1537.0,8 9 12 13 14,72.0,False
base,active,340.0,1525.0,1630.0,6 7 11,77.0,False
base,active,335.0,1537.0,1643.0,8 9 12 13 14 15,75.0,False
base,active,421.0,1553.0,1592.0,0 1 2 5,90.0,False
base,active,,1592.0,1596.0,0 1 2,-1.0,
base,active,,1592.0,1603.0,5,-1.0,
base,active,,1596.0,1635.0,10,-1.0,
base,active,337.0,1596.0,1689.0,0 1 2 3 4,76.0,False
base,switching_off,,1603.0,1608.0,5,-2.0,
base,sleeping,,1608.0,1630.0,5,-4.0,
base,active,,1630.0,1635.0,6 7 11,-1.0,
base,switching_on,,1630.0,1635.0,5,-3.0,
base,active,343.0,1635.0,1705.0,5 6 7 10 11,78.0,False
base,active,,1643.0,1689.0,14 15,-1.0,
base,active,359.0,1643.0,1749.0,8 9 12 13,80.0,False
base,active,346.0,1689.0,1759.0,0 1 2 3 4 14 15,79.0,False
base,active,363.0,1705.0,1753.0,5 6 7 10 11,81.0,False
base,active,,1749.0,1753.0,13,-1.0,
base,active,398.0,1749.0,1835.0,8 9 12,82.0,False
base,active,402.0,1753.0,1817.0,10 11 13,84.0,False
base,active,399.0,1753.0,1834.0,5 6 7,83.0,False
base,active,408.0,1759.0,1814.0,3 4 14 15,86.0,False
base,active,403.0,1759.0,1842.0,0 1 2,85.0,False
base,active,414.0,1814.0,1886.0,3 4 14 15,88.0,False
base,active,422.0,1817.0,1948.0,10 11 13,91.0,False
base,active,,1834.0,1835.0,5 6 7,-1.0,
base,active,,1835.0,1842.0,9,-1.0,
base,active,,1835.0,1885.0,12,-1.0,
base,active,424.0,1835.0,1902.0,5 6 7 8,92.0,False
base,active,426.0,1842.0,1969.0,0 1 2 9,93.0,False
base,switching_off,,1885.0,1890.0,12,-2.0,
base,active,426.0,1886.0,1939.0,3 4 14 15,94.0,False
base,sleeping,,1890.0,1948.0,12,-4.0,
base,active,,1902.0,1939.0,8,-1.0,
base,active,429.0,1902.0,1988.0,5 6 7,95.0,False
base,active,,1939.0,1953.0,15,-1.0,
base,active,444.0,1939.0,2064.0,3 4 8 14,96.0,False
base,active,,1948.0,1953.0,10 11 13,-1.0,
base,switching_on,,1948.0,1953.0,12,-3.0,
base,active,455.0,1953.0,1966.0,10 11 12 13 15,98.0,False
base,active,,1966.0,1998.0,15,-1.0,
base,active,457.0,1966.0,2010.0,10 11 12 13,99.0,False
base,active,,1969.0,2019.0,9,-1.0,
base,active,460.0,1969.0,2070.0,0 1 2,100.0,False
base,active,,1988.0,2038.0,5 6 7,-1.0,
base,switching_off,,1998.0,2003.0,15,-2.0,
base,sleeping,,2003.0,2070.0,15,-4.0,
base,active,,2010.0,2016.0,10 11 12 13,-1.0,
base,switching_off,,2016.0,2021.0,10 11 12 13,-2.0,
base,switching_off,,2019.0,2024.0,9,-2.0,
base,sleeping,,2021.0,2070.0,10 11 12 13,-4.0,
base,sleeping,,2024.0,2070.0,9,-4.0,
base,switching_off,,2038.0,2043.0,5 6 7,-2.0,
base,sleeping,,2043.0,2070.0,5 6 7,-4.0,
base,active,,2064.0,2070.0,3 4 8 14,-1.0,
