id,energy_consumption,energy_effective,energy_waste
0,401862.0,387870.0,13992.0
1,401862.0,387870.0,13992.0
2,395430.0,381360.0,14070.0
3,401259.0,386190.0,15069.0
4,409500.0,404670.0,4830.0
5,409500.0,402150.0,7350.0
6,404475.0,393540.0,10935.0
7,404475.0,391440.0,13035.0
8,405078.0,391230.0,13848.0
9,405078.0,393750.0,11328.0
10,399249.0,387240.0,12009.0
11,399249.0,387240.0,12009.0
12,403470.0,388710.0,14760.0
13,409500.0,402990.0,6510.0
14,409500.0,402570.0,6930.0
15,405078.0,391650.0,13428.0
16,377541.0,354900.0,22641.0
17,363069.0,335370.0,27699.0
18,376737.0,342510.0,34227.0
19,315633.0,279090.0,36543.0
20,353421.0,307650.0,45771.0
