id,energy_consumption,energy_effective,energy_waste
0,433020.0,423150.0,9870.0
1,433020.0,423150.0,9870.0
2,433020.0,423150.0,9870.0
3,433020.0,423150.0,9870.0
4,422769.0,410340.0,12429.0
5,413121.0,397740.0,15381.0
6,394629.0,379050.0,15579.0
7,415734.0,400470.0,15264.0
8,402267.0,387030.0,15237.0
9,408498.0,391230.0,17268.0
10,419754.0,402360.0,17394.0
11,425583.0,406770.0,18813.0
12,415935.0,399000.0,16935.0
13,399654.0,381570.0,18084.0
14,415533.0,396060.0,19473.0
15,415533.0,396060.0,19473.0
16,405282.0,385140.0,20142.0
17,406689.0,388290.0,18399.0
18,401463.0,379050.0,22413.0
19,337143.0,311220.0,25923.0
20,369705.0,337890.0,31815.0
21,272019.0,241920.0,30099.0
22,339354.0,306810.0,32544.0
