id,energy_consumption,energy_effective,energy_waste
0,19512620.0,2602620.0,16910000.0
1,19512620.0,2602620.0,16910000.0
2,19512620.0,2602620.0,16910000.0
3,19512620.0,2602620.0,16910000.0
4,19512620.0,2602620.0,16910000.0
5,19512620.0,2500970.0,17011650.0
6,19512620.0,2416610.0,17096010.0
7,19512620.0,1730520.0,17782100.0
8,18507889.0,1029040.0,17478849.0
9,14846621.0,526680.0,14319941.0
10,13862162.0,416480.0,13445682.0
11,13862162.0,404700.0,13457462.0
12,13862162.0,404700.0,13457462.0
13,12835711.0,372590.0,12463121.0
14,12118046.0,353020.0,11765026.0
15,10775750.0,276640.0,10499110.0
16,9425490.0,224390.0,9201100.0
17,6262877.0,90440.0,6172437.0
18,3554936.0,22610.0,3532326.0
19,2896820.0,16720.0,2880100.0
20,2896820.0,16720.0,2880100.0
21,2896820.0,16720.0,2880100.0
22,2896820.0,16720.0,2880100.0
23,2896820.0,16720.0,2880100.0
24,2896820.0,16720.0,2880100.0
25,2238161.0,10260.0,2227901.0
26,2238161.0,10260.0,2227901.0
27,1575882.0,0.0,1575882.0
28,1575882.0,0.0,1575882.0
29,1575882.0,0.0,1575882.0
30,1575882.0,0.0,1575882.0
31,1575882.0,0.0,1575882.0
