dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,3.0,0,-1,
base,active,,0.0,5.0,1,-1,
base,active,,0.0,9.0,2,-1,
base,active,,0.0,11.0,3,-1,
base,active,,3.0,67.0,0,1,True
base,active,,5.0,60.0,1,2,True
base,active,,9.0,138.0,2,3,True
base,active,,11.0,133.0,3,4,True
base,active,,60.0,115.0,1,5,False
base,active,,67.0,111.0,0,12,False
base,active,,111.0,115.0,0,-1,
base,active,,115.0,154.0,0 1,6,False
base,active,,133.0,138.0,3,-1,
base,active,,138.0,303.0,2 3,7,True
base,active,,154.0,208.0,1,9,False
base,active,,154.0,222.0,0,8,True
base,active,,208.0,315.0,1,10,True
base,active,,222.0,302.0,0,11,True
base,active,,302.0,355.0,0,13,True
base,active,,303.0,374.0,3,15,True
base,active,,303.0,420.0,2,14,True
base,active,,315.0,394.0,1,16,True
base,active,,355.0,416.0,0,17,False
base,active,,374.0,480.0,3,18,True
base,active,,394.0,489.0,1,19,False
base,active,,416.0,469.0,0,20,True
base,active,,420.0,542.0,2,21,True
base,active,,469.0,486.0,0,22,False
base,active,,480.0,548.0,3,23,True
base,active,,486.0,516.0,0,24,False
base,active,,489.0,627.0,1,25,True
base,active,,516.0,586.0,0,26,True
base,active,,542.0,658.0,2,27,False
base,active,,548.0,631.0,3,28,False
base,active,,586.0,683.0,0,29,True
base,active,,627.0,628.0,1,78,True
base,active,,628.0,631.0,1,-1,
base,active,,631.0,682.0,1 3,30,True
base,active,,658.0,690.0,2,31,True
base,active,,682.0,750.0,1,32,True
base,active,,682.0,809.0,3,33,True
base,active,,683.0,744.0,0,34,True
base,active,,690.0,794.0,2,35,True
base,active,,744.0,816.0,0,36,True
base,active,,750.0,791.0,1,37,True
base,active,,791.0,842.0,1,38,True
base,active,,794.0,798.0,2,81,True
base,active,,798.0,809.0,2,-1,
base,active,,809.0,939.0,2 3,39,True
base,active,,816.0,910.0,0,40,True
base,active,,842.0,925.0,1,41,True
base,active,,910.0,967.0,0,42,True
base,active,,925.0,1015.0,1,43,True
base,active,,939.0,1011.0,2,44,True
base,active,,939.0,1026.0,3,45,True
base,active,,967.0,1060.0,0,46,True
base,active,,1011.0,1116.0,2,47,True
base,active,,1015.0,1134.0,1,48,True
base,active,,1026.0,1057.0,3,57,True
base,active,,1057.0,1060.0,3,-1,
base,active,,1060.0,1098.0,0 3,49,True
base,active,,1098.0,1135.0,3,51,False
base,active,,1098.0,1167.0,0,50,True
base,active,,1116.0,1134.0,2,-1,
base,active,,1134.0,1251.0,1 2,52,False
base,active,,1135.0,1165.0,3,85,True
base,active,,1165.0,1167.0,3,-1,
base,active,,1167.0,1222.0,0 3,53,False
base,active,,1222.0,1260.0,0,54,False
base,active,,1222.0,1301.0,3,55,True
base,active,,1251.0,1332.0,1,56,True
base,active,,1251.0,1351.0,2,58,False
base,active,,1260.0,1311.0,0,59,False
base,active,,1301.0,1413.0,3,60,True
base,active,,1311.0,1379.0,0,61,True
base,active,,1332.0,1444.0,1,62,True
base,active,,1351.0,1499.0,2,63,True
base,active,,1379.0,1445.0,0,64,False
base,active,,1413.0,1561.0,3,65,True
base,active,,1444.0,1541.0,1,66,True
base,active,,1445.0,1505.0,0,67,True
base,active,,1499.0,1555.0,2,68,True
base,active,,1505.0,1586.0,0,69,True
base,active,,1541.0,1680.0,1,70,True
base,active,,1555.0,1561.0,2,-1,
base,active,,1561.0,1746.0,2 3,71,True
base,active,,1586.0,1742.0,0,72,True
base,active,,1680.0,1720.0,1,73,True
base,active,,1720.0,1738.0,1,-1,
base,switching_off,,1738.0,1743.0,1,-2,
base,active,,1742.0,1843.0,0,75,False
base,switching_on,,1743.0,1748.0,1,-3,
base,active,,1746.0,1865.0,2 3,74,True
base,active,,1748.0,1900.0,1,76,False
base,active,,1843.0,1933.0,0,77,True
base,active,,1865.0,1906.0,2,79,True
base,active,,1865.0,1937.0,3,80,True
base,active,,1900.0,2036.0,1,82,True
base,active,,1906.0,2021.0,2,83,True
base,active,,1933.0,2042.0,0,84,True
base,active,,1937.0,1980.0,3,86,False
base,active,,1980.0,2078.0,3,87,True
base,active,,2021.0,2036.0,2,-1,
base,active,,2036.0,2113.0,1 2,88,True
base,active,,2042.0,2133.0,0,89,False
base,active,,2078.0,2145.0,3,91,True
base,active,,2113.0,2245.0,1 2,90,True
base,active,,2133.0,2201.0,0,92,False
base,active,,2145.0,2194.0,3,94,True
base,active,,2194.0,2201.0,3,-1,
base,active,,2201.0,2267.0,0 3,93,True
base,active,,2245.0,2335.0,2,96,False
base,active,,2245.0,2360.0,1,95,True
base,active,,2267.0,2357.0,0 3,97,True
base,active,,2335.0,2403.0,2,98,False
base,active,,2357.0,2408.0,3,100,True
base,active,,2357.0,2483.0,0,99,False
base,active,,2360.0,2378.0,1,-1,
base,switching_off,,2378.0,2383.0,1,-2,
base,sleeping,,2383.0,2483.0,1,-4,
base,active,,2403.0,2421.0,2,-1,
base,active,,2408.0,2426.0,3,-1,
base,switching_off,,2421.0,2426.0,2,-2,
base,switching_off,,2426.0,2431.0,3,-2,
base,sleeping,,2426.0,2483.0,2,-4,
base,sleeping,,2431.0,2483.0,3,-4,
