id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 10, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 10, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1174.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1174.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1188.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1193.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 10, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 10, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1174.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1174.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1188.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1193.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 10, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 10, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1174.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1174.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1188.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1193.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 10, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 10, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 323.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 323.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 518.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 518.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 632.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 632.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 786.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 924.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 924.0, 'finish_time': 1044.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1044.0, 'finish_time': 1058.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1058.0, 'finish_time': 1063.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1063.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
4,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 10, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 10, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 222.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 222.0, 'finish_time': 236.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 236.0, 'finish_time': 241.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 241.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
5,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 10, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 10, 'finish_time': 122.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 122.0, 'finish_time': 136.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 136.0, 'finish_time': 141.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 141.0, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
6,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 14, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 14, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 19, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
7,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 14, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 14, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 19, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
8,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 14, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 14, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 19, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
9,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 14, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 14, 'finish_time': 19, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 19, 'finish_time': 1193.0, 'dvfs_mode': 'base'}]"
