dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,1.0,6 7 8 9 10 11,-1.0,
base,active,,0.0,18.0,12 13 14 15 16 17 18 19 20 21 22,-1.0,
base,active,,0.0,26.0,23,-1.0,
base,active,0.0,0.0,101.0,0 1 2 3 4 5,1.0,False
base,active,1.0,1.0,112.0,6 7 8 9 10 11,2.0,False
base,active,18.0,18.0,143.0,12 13 14 15 16 17 18,3.0,False
base,active,18.0,18.0,159.0,19 20 21 22,4.0,False
base,switching_off,,26.0,31.0,23,-2.0,
base,sleeping,,31.0,112.0,23,-4.0,
base,active,,101.0,112.0,5,-1.0,
base,active,18.0,101.0,194.0,0 1 2 3 4,5.0,False
base,active,,112.0,117.0,10 11,-1.0,
base,switching_on,,112.0,117.0,23,-3.0,
base,active,19.0,112.0,228.0,5 6 7 8 9,6.0,False
base,active,88.0,117.0,256.0,10 11 23,35.0,False
base,active,,143.0,159.0,17 18,-1.0,
base,active,22.0,143.0,237.0,12 13 14 15 16,7.0,False
base,active,,159.0,185.0,21 22,-1.0,
base,active,24.0,159.0,317.0,17 18 19 20,9.0,False
base,switching_off,,185.0,190.0,21 22,-2.0,
base,sleeping,,190.0,194.0,21 22,-4.0,
base,active,,194.0,199.0,0 1 2 3 4,-1.0,
base,switching_on,,194.0,199.0,21 22,-3.0,
base,active,24.0,199.0,325.0,0 1 2 3 4 21 22,8.0,False
base,active,25.0,228.0,341.0,5 6 7 8 9,10.0,False
base,active,,237.0,256.0,12 13 14 15,-1.0,
base,active,,237.0,263.0,16,-1.0,
base,active,,256.0,282.0,23,-1.0,
base,active,29.0,256.0,376.0,10 11 12 13 14 15,11.0,False
base,switching_off,,263.0,268.0,16,-2.0,
base,sleeping,,268.0,317.0,16,-4.0,
base,switching_off,,282.0,287.0,23,-2.0,
base,sleeping,,287.0,325.0,23,-4.0,
base,active,,317.0,322.0,17 18 19 20,-1.0,
base,switching_on,,317.0,322.0,16,-3.0,
base,active,33.0,322.0,460.0,16 17 18 19 20,12.0,False
base,active,,325.0,330.0,21 22,-1.0,
base,switching_on,,325.0,330.0,23,-3.0,
base,active,35.0,325.0,421.0,0 1 2 3 4,13.0,False
base,active,89.0,330.0,457.0,21 22 23,36.0,False
base,active,38.0,341.0,441.0,5 6 7 8 9,14.0,False
base,active,39.0,376.0,516.0,10 11 12 13 14 15,15.0,False
base,active,,421.0,441.0,0 1 2 3 4,-1.0,
base,active,,441.0,457.0,7 8 9,-1.0,
base,active,40.0,441.0,546.0,0 1 2 3 4 5 6,16.0,False
base,active,,457.0,460.0,22 23,-1.0,
base,active,52.0,457.0,577.0,7 8 9 21,21.0,False
base,active,40.0,460.0,571.0,16 17 18 19 20 22 23,17.0,False
base,active,43.0,516.0,609.0,10 11 12 13 14 15,18.0,False
base,active,,546.0,571.0,6,-1.0,
base,active,47.0,546.0,660.0,0 1 2 3 4 5,19.0,False
base,active,,571.0,577.0,20,-1.0,
base,active,,571.0,597.0,22 23,-1.0,
base,active,51.0,571.0,702.0,6 16 17 18 19,20.0,False
base,active,60.0,577.0,687.0,7 8 9 20 21,22.0,False
base,switching_off,,597.0,602.0,22 23,-2.0,
base,sleeping,,602.0,687.0,22 23,-4.0,
base,active,60.0,609.0,722.0,10 11 12 13 14 15,23.0,False
base,active,61.0,660.0,737.0,0 1 2 3 4 5,24.0,False
base,active,,687.0,692.0,7 8 9 20 21,-1.0,
base,switching_on,,687.0,692.0,22 23,-3.0,
base,active,66.0,692.0,810.0,7 8 9 20 21 22 23,25.0,False
base,active,,702.0,722.0,6 16,-1.0,
base,active,,702.0,728.0,17 18 19,-1.0,
base,active,67.0,722.0,815.0,6 10 11 12 13 14 15 16,26.0,False
base,switching_off,,728.0,733.0,17 18 19,-2.0,
base,sleeping,,733.0,737.0,17,-4.0,
base,sleeping,,733.0,810.0,18 19,-4.0,
base,active,,737.0,742.0,0 1 2 3 4 5,-1.0,
base,switching_on,,737.0,742.0,17,-3.0,
base,active,71.0,742.0,861.0,0 1 2 3 4 5 17,27.0,False
base,active,,810.0,815.0,22 23,-1.0,
base,switching_on,,810.0,815.0,18 19,-3.0,
base,active,72.0,810.0,900.0,7 8 9 20 21,28.0,False
base,active,,815.0,841.0,14 15 16,-1.0,
base,active,80.0,815.0,908.0,18 19 22 23,30.0,False
base,active,73.0,815.0,933.0,6 10 11 12 13,29.0,False
base,switching_off,,841.0,846.0,14 15 16,-2.0,
base,sleeping,,846.0,861.0,14 15 16,-4.0,
base,active,,861.0,866.0,5 17,-1.0,
base,switching_on,,861.0,866.0,14 15 16,-3.0,
base,active,82.0,861.0,957.0,0 1 2 3 4,31.0,False
base,active,83.0,866.0,988.0,5 14 15 16 17,32.0,False
base,active,,900.0,908.0,7 8 9 20,-1.0,
base,active,,900.0,926.0,21,-1.0,
base,active,,908.0,938.0,22 23,-1.0,
base,active,83.0,908.0,1009.0,7 8 9 18 19 20,33.0,False
base,switching_off,,926.0,931.0,21,-2.0,
base,sleeping,,931.0,933.0,21,-4.0,
base,active,,933.0,938.0,13,-1.0,
base,switching_on,,933.0,938.0,21,-3.0,
base,active,85.0,933.0,1017.0,6 10 11 12,34.0,False
base,active,129.0,938.0,1017.0,13 21 22 23,57.0,False
base,active,92.0,957.0,1104.0,0 1 2 3 4,37.0,False
base,active,94.0,988.0,1086.0,5 14 15 16 17,38.0,False
base,active,,1009.0,1017.0,20,-1.0,
base,active,95.0,1009.0,1132.0,7 8 9 18 19,39.0,False
base,active,,1017.0,1043.0,21 22 23,-1.0,
base,active,105.0,1017.0,1137.0,6 10 11 12 13 20,40.0,False
base,switching_off,,1043.0,1048.0,21 22 23,-2.0,
base,sleeping,,1048.0,1104.0,21,-4.0,
base,sleeping,,1048.0,1132.0,22,-4.0,
base,sleeping,,1048.0,1169.0,23,-4.0,
base,active,106.0,1086.0,1169.0,5 14 15 16 17,41.0,False
base,active,,1104.0,1109.0,0 1 2 3 4,-1.0,
base,switching_on,,1104.0,1109.0,21,-3.0,
base,active,108.0,1109.0,1247.0,0 1 2 3 4 21,42.0,False
base,active,,1132.0,1137.0,7 8 9 18 19,-1.0,
base,switching_on,,1132.0,1137.0,22,-3.0,
base,active,109.0,1137.0,1271.0,7 8 9 18 19 22,43.0,False
base,active,110.0,1137.0,1283.0,6 10 11 12 13 20,44.0,False
base,active,,1169.0,1174.0,5 14 15 16 17,-1.0,
base,switching_on,,1169.0,1174.0,23,-3.0,
base,active,111.0,1174.0,1308.0,5 14 15 16 17 23,45.0,False
base,active,,1247.0,1271.0,21,-1.0,
base,active,113.0,1247.0,1370.0,0 1 2 3 4,48.0,False
base,active,112.0,1271.0,1370.0,7 8 9 18 19 21 22,46.0,False
base,active,113.0,1283.0,1394.0,6 10 11 12 13 20,47.0,False
base,active,,1308.0,1334.0,23,-1.0,
base,active,115.0,1308.0,1415.0,5 14 15 16 17,49.0,False
base,switching_off,,1334.0,1339.0,23,-2.0,
base,sleeping,,1339.0,1370.0,23,-4.0,
base,active,,1370.0,1375.0,9 18 19 21 22,-1.0,
base,switching_on,,1370.0,1375.0,23,-3.0,
base,active,121.0,1370.0,1483.0,0 1 2 3 4 7 8,50.0,False
base,active,122.0,1375.0,1497.0,9 18 19 21 22 23,51.0,False
base,active,,1394.0,1420.0,20,-1.0,
base,active,123.0,1394.0,1497.0,6 10 11 12 13,52.0,False
base,active,124.0,1415.0,1519.0,5 14 15 16 17,53.0,False
