dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,22.0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,-1,
base,switching_off,,22.0,27.0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,-2,
base,sleeping,,27.0,38.0,0 1 2 3 4 5,-4,
base,sleeping,,27.0,50.0,6 7 8 9 10 11,-4,
base,sleeping,,27.0,70.0,12 13 14,-4,
base,sleeping,,27.0,100.0,15 16 17 18 19,-4,
base,sleeping,,27.0,125.0,20 21 22 23 24,-4,
base,switching_on,,38.0,43.0,0 1 2 3 4 5,-3,
base,active,,43.0,125.0,0 1 2 3 4 5,1,False
base,switching_on,,50.0,55.0,6 7 8 9 10 11,-3,
base,active,,55.0,130.0,6 7 8 9 10 11,2,False
base,switching_on,,70.0,75.0,12 13 14,-3,
base,active,,75.0,131.0,12 13 14,3,False
base,switching_on,,100.0,105.0,15 16 17 18 19,-3,
base,active,,105.0,164.0,15 16 17 18 19,4,False
base,switching_on,,125.0,130.0,20 21 22 23 24,-3,
base,active,,125.0,213.0,0 1 2 3 4 5,5,False
base,active,,130.0,144.0,10 11,-1,
base,active,,130.0,197.0,20 21 22 23 24,6,False
base,active,,130.0,207.0,6 7 8 9,7,False
base,active,,131.0,144.0,12 13,-1,
base,active,,131.0,153.0,14,-1,
base,active,,144.0,212.0,10 11 12 13,8,False
base,switching_off,,153.0,158.0,14,-2,
base,sleeping,,158.0,191.0,14,-4,
base,active,,164.0,186.0,15 16 17 18 19,-1,
base,switching_off,,186.0,191.0,15 16 17 18 19,-2,
base,switching_on,,191.0,196.0,14 15 16 17 18 19,-3,
base,active,,196.0,264.0,14 15 16 17 18 19,9,False
base,active,,197.0,219.0,24,-1,
base,active,,197.0,296.0,20 21 22 23,10,False
base,active,,207.0,212.0,6 7 8 9,-1,
base,active,,212.0,234.0,13,-1,
base,active,,212.0,299.0,6 7 8 9 10 11 12,11,False
base,active,,213.0,235.0,5,-1,
base,active,,213.0,284.0,0 1 2 3 4,12,False
base,switching_off,,219.0,224.0,24,-2,
base,sleeping,,224.0,495.0,24,-4,
base,switching_off,,234.0,239.0,13,-2,
base,switching_off,,235.0,240.0,5,-2,
base,sleeping,,239.0,264.0,13,-4,
base,sleeping,,240.0,264.0,5,-4,
base,active,,264.0,269.0,14 15 16 17 18 19,-1,
base,switching_on,,264.0,269.0,5 13,-3,
base,active,,269.0,336.0,5 13 14 15 16 17 18 19,13,False
base,active,,284.0,347.0,0 1 2 3 4,14,False
base,active,,296.0,299.0,20 21 22 23,-1,
base,active,,299.0,362.0,6 7 8 9 10 11,15,False
base,active,,299.0,418.0,12 20 21 22 23,16,False
base,active,,336.0,347.0,18,-1,
base,active,,336.0,358.0,19,-1,
base,active,,336.0,418.0,5 13 14 15 16 17,17,False
base,active,,347.0,385.0,0 1 2 3 4 18,18,False
base,switching_off,,358.0,363.0,19,-2,
base,active,,362.0,455.0,6 7 8 9 10 11,19,False
base,sleeping,,363.0,386.0,19,-4,
base,active,,385.0,386.0,0 1 2 3,20,False
base,active,,385.0,391.0,4 18,-1,
base,active,,386.0,391.0,0 1 2 3,-1,
base,switching_on,,386.0,391.0,19,-3,
base,active,,391.0,401.0,0 1 2 3 4 18 19,21,False
base,active,,401.0,418.0,19,-1,
base,active,,401.0,484.0,0 1 2 3 4 18,22,False
base,active,,418.0,440.0,22 23,-1,
base,active,,418.0,453.0,5 12 13 14 15 16,23,False
base,active,,418.0,495.0,17 19 20 21,24,False
base,switching_off,,440.0,445.0,22 23,-2,
base,sleeping,,445.0,453.0,22,-4,
base,sleeping,,445.0,455.0,23,-4,
base,active,,453.0,458.0,5 12 13 14 15 16,-1,
base,switching_on,,453.0,458.0,22,-3,
base,active,,455.0,460.0,6 7 8 9 10 11,-1,
base,switching_on,,455.0,460.0,23,-3,
base,active,,458.0,544.0,5 12 13 14 15 16 22,25,False
base,active,,460.0,512.0,6 7 8 9 10 11 23,26,False
base,active,,484.0,557.0,0 1 2 3 4 18,27,False
base,active,,495.0,500.0,17 19 20 21,-1,
base,switching_on,,495.0,500.0,24,-3,
base,active,,500.0,599.0,17 19 20 21 24,28,False
base,active,,512.0,534.0,23,-1,
base,active,,512.0,575.0,6 7 8 9 10 11,29,False
base,switching_off,,534.0,539.0,23,-2,
base,sleeping,,539.0,599.0,23,-4,
base,active,,544.0,566.0,22,-1,
base,active,,544.0,584.0,5 12 13 14 15 16,30,False
base,active,,557.0,575.0,4,-1,
base,active,,557.0,579.0,18,-1,
base,active,,557.0,633.0,0 1 2 3,31,False
base,switching_off,,566.0,571.0,22,-2,
base,sleeping,,571.0,599.0,22,-4,
base,active,,575.0,589.0,11,-1,
base,active,,575.0,684.0,4 6 7 8 9 10,32,False
base,switching_off,,579.0,584.0,18,-2,
base,active,,584.0,589.0,5 12 13 14 15 16,-1,
base,switching_on,,584.0,589.0,18,-3,
base,active,,589.0,670.0,5 11 12 13 14 15 16 18,33,False
base,active,,599.0,604.0,24,-1,
base,switching_on,,599.0,604.0,22 23,-3,
base,active,,599.0,607.0,17 19 20 21,34,False
base,active,,604.0,706.0,22 23 24,35,False
base,active,,607.0,621.0,17 19 20 21,-1,
