id,energy_consumption,energy_effective,energy_waste
0,422037.0,411180.0,10857.0
1,422037.0,411180.0,10857.0
2,426057.0,409710.0,16347.0
3,431082.0,399420.0,31662.0
4,426057.0,414960.0,11097.0
5,431082.0,409920.0,21162.0
6,416007.0,384930.0,31077.0
7,419826.0,383670.0,36156.0
8,429675.0,396900.0,32775.0
9,434700.0,404670.0,30030.0
10,434700.0,409920.0,24780.0
11,432690.0,409080.0,23610.0
12,432690.0,404460.0,28230.0
13,432690.0,393750.0,38940.0
14,420831.0,357420.0,63411.0
15,390078.0,274260.0,115818.0
