id,energy_consumption,energy_effective,energy_waste
0,18985050.0,2602620.0,16382430.0
1,18985050.0,2602620.0,16382430.0
2,18969665.0,2599390.0,16370275.0
3,18803326.0,2558920.0,16244406.0
4,18803326.0,2558920.0,16244406.0
5,18803326.0,2457270.0,16346056.0
6,18480603.0,2372910.0,16107693.0
7,17944119.0,1737550.0,16206569.0
8,15083595.0,1036260.0,14047335.0
9,10319132.0,570380.0,9748752.0
10,9311143.0,460180.0,8850963.0
11,9311143.0,444410.0,8866733.0
12,9311143.0,441370.0,8869773.0
13,8285597.0,372590.0,7913007.0
14,7867306.0,353020.0,7514286.0
15,6799406.0,276640.0,6522766.0
16,6100746.0,224390.0,5876356.0
17,3911189.0,90440.0,3820749.0
18,2251781.0,22610.0,2229171.0
19,1919465.0,16720.0,1902745.0
20,1919465.0,16720.0,1902745.0
21,1919465.0,16720.0,1902745.0
22,1919465.0,16720.0,1902745.0
23,1919465.0,16720.0,1902745.0
24,1919465.0,16720.0,1902745.0
25,1586606.0,10260.0,1576346.0
26,1586606.0,10260.0,1576346.0
27,1250127.0,0.0,1250127.0
28,1250127.0,0.0,1250127.0
29,1250127.0,0.0,1250127.0
30,1250127.0,0.0,1250127.0
31,1250127.0,0.0,1250127.0
