id,energy_consumption,energy_effective,energy_waste
0,301374.0,286860.0,14514.0
1,301374.0,286860.0,14514.0
2,301374.0,286860.0,14514.0
3,301374.0,286860.0,14514.0
4,301374.0,286860.0,14514.0
5,297555.0,279720.0,17835.0
6,291123.0,273630.0,17493.0
7,300168.0,289380.0,10788.0
8,300168.0,289380.0,10788.0
9,300168.0,289380.0,10788.0
10,300168.0,289380.0,10788.0
11,299163.0,290430.0,8733.0
12,293133.0,280980.0,12153.0
13,293133.0,280980.0,12153.0
14,293133.0,280980.0,12153.0
15,293133.0,280980.0,12153.0
16,299163.0,287070.0,12093.0
17,280269.0,261450.0,18819.0
18,296952.0,280770.0,16182.0
19,296952.0,280560.0,16392.0
20,293334.0,274890.0,18444.0
21,293334.0,272370.0,20964.0
22,282279.0,263550.0,18729.0
23,261978.0,231210.0,30768.0
24,273636.0,243810.0,29826.0
25,241677.0,210210.0,31467.0
26,214140.0,181020.0,33120.0
27,158664.0,122430.0,36234.0
