id,energy_consumption,energy_effective,energy_waste
0,433230.0,426510.0,6720.0
1,433230.0,426510.0,6720.0
2,433230.0,426510.0,6720.0
3,433230.0,415800.0,17430.0
4,433230.0,413280.0,19950.0
5,433230.0,413280.0,19950.0
6,418758.0,394380.0,24378.0
7,416547.0,380310.0,36237.0
8,433230.0,407190.0,26040.0
9,428004.0,401100.0,26904.0
10,428004.0,402780.0,25224.0
11,422577.0,391020.0,31557.0
12,428004.0,399840.0,28164.0
13,399060.0,362040.0,37020.0
14,384588.0,319410.0,65178.0
15,361473.0,295470.0,66003.0
