id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
4,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
5,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
6,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
7,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
8,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
9,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
10,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
11,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
12,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
13,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
14,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
15,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
16,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
17,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
18,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
19,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
20,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 16, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 16, 'finish_time': 21, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 21, 'finish_time': 824}]"
