id,energy_consumption,energy_effective,energy_waste
0,19408002.0,2602620.0,16805382.0
1,19408002.0,2602620.0,16805382.0
2,19408002.0,2602620.0,16805382.0
3,19408002.0,2602620.0,16805382.0
4,19408002.0,2602620.0,16805382.0
5,19408002.0,2500970.0,16907032.0
6,19249989.0,2416610.0,16833379.0
7,19105189.0,1730520.0,17374669.0
8,17164869.0,1029040.0,16135829.0
9,12641498.0,526680.0,12114818.0
10,11701927.0,416480.0,11285447.0
11,11701927.0,404700.0,11297227.0
12,11701927.0,404700.0,11297227.0
13,10693214.0,372590.0,10320624.0
14,10112023.0,353020.0,9759003.0
15,8881223.0,276640.0,8604583.0
16,7856763.0,224390.0,7632373.0
17,5122577.0,90440.0,5032137.0
18,2903336.0,22610.0,2880726.0
19,2408120.0,16720.0,2391400.0
20,2408120.0,16720.0,2391400.0
21,2408120.0,16720.0,2391400.0
22,2408120.0,16720.0,2391400.0
23,2408120.0,16720.0,2391400.0
24,2408120.0,16720.0,2391400.0
25,1912361.0,10260.0,1902101.0
26,1912361.0,10260.0,1902101.0
27,1412982.0,0.0,1412982.0
28,1412982.0,0.0,1412982.0
29,1412982.0,0.0,1412982.0
30,1412982.0,0.0,1412982.0
31,1412982.0,0.0,1412982.0
