id,energy_consumption,energy_effective,energy_waste
0,3587960.0,1733750.0,1854210.0
1,3587960.0,1733750.0,1854210.0
2,3587960.0,1733750.0,1854210.0
3,3587960.0,1733750.0,1854210.0
4,3587960.0,1733750.0,1854210.0
5,3587960.0,1726150.0,1861810.0
6,3587960.0,1565600.0,2022360.0
7,3587960.0,1409990.0,2177970.0
8,3587960.0,1128980.0,2458980.0
9,3587960.0,915610.0,2672350.0
10,3587960.0,894140.0,2693820.0
11,3587960.0,881220.0,2706740.0
12,3587960.0,878180.0,2709780.0
13,3587960.0,867160.0,2720800.0
14,3587960.0,835240.0,2752720.0
15,3587960.0,713260.0,2874700.0
16,3535470.0,508820.0,3026650.0
17,3535470.0,453340.0,3082130.0
18,3533298.0,398240.0,3135058.0
19,3537099.0,379240.0,3157859.0
20,3537099.0,369740.0,3167359.0
21,3498727.0,322050.0,3176677.0
22,3496555.0,297160.0,3199395.0
23,2893644.0,263910.0,2629734.0
24,2788845.0,232370.0,2556475.0
25,2502141.0,172900.0,2329241.0
26,2281683.0,117990.0,2163693.0
27,1865564.0,102980.0,1762584.0
28,1869908.0,107540.0,1762368.0
29,1443653.0,81890.0,1361763.0
30,1181203.0,63270.0,1117933.0
31,746441.0,44080.0,702361.0
