job_id,subtime,start_time,finish_time,waiting_time
2,8,8.0,84.0,0.0
3,8,8.0,110.0,0.0
1,1,1.0,120.0,0.0
4,11,11.0,124.0,0.0
6,15,110.0,166.0,95.0
5,12,84.0,185.0,72.0
8,20,120.0,225.0,100.0
7,15,124.0,234.0,109.0
9,22,171.0,272.0,149.0
12,33,185.0,278.0,152.0
10,24,230.0,313.0,206.0
13,33,272.0,339.0,239.0
11,27,234.0,346.0,207.0
16,44,272.0,346.0,228.0
21,54,278.0,376.0,224.0
14,36,272.0,380.0,236.0
15,41,313.0,404.0,272.0
23,57,313.0,407.0,256.0
24,58,339.0,408.0,281.0
17,48,346.0,421.0,298.0
27,60,381.0,434.0,321.0
26,59,381.0,463.0,322.0
18,51,381.0,472.0,330.0
19,53,404.0,485.0,351.0
44,93,407.0,512.0,314.0
56,129,434.0,512.0,305.0
20,54,421.0,548.0,367.0
25,58,485.0,574.0,427.0
22,54,472.0,595.0,418.0
28,62,512.0,600.0,450.0
29,66,548.0,636.0,482.0
30,66,579.0,653.0,513.0
31,68,595.0,683.0,527.0
32,68,600.0,689.0,532.0
33,71,636.0,699.0,565.0
59,134,636.0,728.0,502.0
34,71,653.0,761.0,582.0
67,144,683.0,765.0,539.0
35,76,683.0,767.0,607.0
63,141,653.0,769.0,512.0
36,79,689.0,783.0,610.0
37,80,733.0,798.0,653.0
71,148,765.0,823.0,617.0
38,80,761.0,842.0,681.0
41,84,798.0,897.0,714.0
40,83,783.0,899.0,700.0
39,80,767.0,902.0,687.0
42,88,828.0,908.0,740.0
43,92,842.0,939.0,750.0
46,96,899.0,950.0,803.0
45,93,902.0,1000.0,809.0
47,97,908.0,1009.0,811.0
49,111,939.0,1018.0,828.0
72,149,902.0,1027.0,753.0
48,104,950.0,1068.0,846.0
51,116,1009.0,1096.0,893.0
50,112,1000.0,1097.0,888.0
76,155,1000.0,1103.0,845.0
52,116,1027.0,1137.0,911.0
55,129,1068.0,1138.0,939.0
65,143,1097.0,1142.0,954.0
89,175,1103.0,1177.0,928.0
53,120,1101.0,1180.0,981.0
91,178,1138.0,1210.0,960.0
57,130,1142.0,1230.0,1012.0
58,132,1180.0,1236.0,1048.0
54,121,1137.0,1247.0,1016.0
99,191,1210.0,1273.0,1019.0
93,181,1177.0,1290.0,996.0
60,136,1230.0,1312.0,1094.0
61,137,1236.0,1314.0,1099.0
62,138,1247.0,1317.0,1109.0
68,146,1314.0,1398.0,1168.0
64,141,1295.0,1402.0,1154.0
69,146,1317.0,1407.0,1171.0
66,144,1312.0,1419.0,1168.0
70,146,1402.0,1469.0,1256.0
73,152,1398.0,1498.0,1246.0
74,154,1407.0,1508.0,1253.0
77,157,1419.0,1522.0,1262.0
78,157,1503.0,1559.0,1346.0
75,155,1469.0,1560.0,1314.0
79,158,1508.0,1590.0,1350.0
80,163,1522.0,1605.0,1359.0
82,163,1560.0,1638.0,1397.0
81,163,1559.0,1669.0,1396.0
83,163,1595.0,1679.0,1432.0
85,170,1605.0,1695.0,1435.0
84,168,1638.0,1724.0,1470.0
87,170,1679.0,1757.0,1509.0
90,178,1674.0,1762.0,1496.0
92,179,1695.0,1793.0,1516.0
86,170,1669.0,1805.0,1499.0
88,173,1724.0,1818.0,1551.0
94,182,1757.0,1832.0,1575.0
95,183,1762.0,1851.0,1579.0
96,184,1805.0,1905.0,1621.0
97,185,1818.0,1935.0,1633.0
98,189,1851.0,1940.0,1662.0
100,199,1910.0,2034.0,1711.0
