job_id,type,nodes,start_time,subtime,actual_finish_time,req_finish_time,terminated,finish_time
1,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",60.0,60,166.0,166.0,False,166.0
2,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",94.0,94,250.0,250.0,False,250.0
3,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 17]",249.0,249,350.0,350.0,False,350.0
4,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",269.0,269,391.0,391.0,False,391.0
5,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",350.0,313,450.0,450.0,False,450.0
6,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",391.0,321,459.0,459.0,False,459.0
8,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",484.0,484,575.0,575.0,False,575.0
7,execution_finished,"[16, 17, 18, 19, 20, 21, 22, 23]",540.0,350,679.0,679.0,False,679.0
10,execution_finished,"[25, 26, 27, 28, 29, 30, 31]",683.0,563,728.0,728.0,False,728.0
9,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 24]",667.0,547,775.0,775.0,False,775.0
11,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 16]",679.0,602,808.0,808.0,False,808.0
12,execution_finished,"[17, 18, 19, 20, 21, 22, 23, 25]",728.0,656,814.0,814.0,False,814.0
13,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 24]",775.0,748,868.0,868.0,False,868.0
16,execution_finished,"[17, 18, 19, 20, 21, 22, 23, 25]",814.0,801,873.0,873.0,False,873.0
15,execution_finished,"[7, 16, 26, 27, 28, 29, 30, 31]",808.0,800,874.0,874.0,False,874.0
14,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",808.0,780,922.0,922.0,False,922.0
17,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 24]",868.0,844,977.0,977.0,False,977.0
18,execution_finished,"[7, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26]",894.0,894,1002.0,1002.0,False,1002.0
19,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",1044.0,1044,1118.0,1118.0,False,1118.0
20,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",1154.0,1154,1280.0,1280.0,False,1280.0
21,execution_finished,"[9, 10, 11, 12, 13, 14, 15, 16]",1220.0,1220,1307.0,1307.0,False,1307.0
22,execution_finished,"[17, 18, 19, 20, 21, 22, 23, 24, 25]",1258.0,1258,1313.0,1313.0,False,1313.0
23,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",1283.0,1283,1345.0,1345.0,False,1345.0
24,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",1598.0,1598,1704.0,1704.0,False,1704.0
25,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",1704.0,1647,1765.0,1765.0,False,1765.0
26,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",1778.0,1778,1935.0,1935.0,False,1935.0
27,execution_finished,"[9, 8, 10, 11, 12, 13, 14, 15, 16]",1947.0,1827,2032.0,2032.0,False,2032.0
29,execution_finished,"[0, 1, 2, 3, 4, 5]",1979.0,1979,2038.0,2038.0,False,2038.0
28,execution_finished,"[17, 18, 19, 20, 21, 22, 23, 24, 25]",2020.0,1900,2150.0,2150.0,False,2150.0
30,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",2066.0,2066,2161.0,2161.0,False,2161.0
31,execution_finished,"[7, 8, 9, 10, 11, 12, 13]",2100.0,2100,2225.0,2225.0,False,2225.0
33,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",2173.0,2173,2244.0,2244.0,False,2244.0
32,execution_finished,"[14, 15, 16, 17, 18, 19, 20, 21]",2152.0,2152,2262.0,2262.0,False,2262.0
35,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",2311.0,2311,2355.0,2355.0,False,2355.0
34,execution_finished,"[22, 23, 24, 25, 26, 27, 28, 29]",2305.0,2185,2394.0,2394.0,False,2394.0
36,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",2422.0,2422,2478.0,2478.0,False,2478.0
37,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2521.0,2521,2614.0,2614.0,False,2614.0
38,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",2623.0,2623,2700.0,2700.0,False,2700.0
39,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",2869.0,2869,2945.0,2945.0,False,2945.0
40,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",3026.0,3026,3080.0,3080.0,False,3080.0
41,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",3176.0,3176,3217.0,3217.0,False,3217.0
42,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",3425.0,3305,3493.0,3493.0,False,3493.0
43,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",3676.0,3676,3795.0,3795.0,False,3795.0
44,execution_finished,"[7, 8, 9, 10, 11, 12, 13, 14, 15]",3796.0,3676,3872.0,3872.0,False,3872.0
