job_id,type,nodes,start_time,subtime,actual_finish_time,req_finish_time,terminated,finish_time
3,execution_finished,"[5, 6, 7]",12.0,12,56.0,64.0,False,56.0
4,execution_finished,[8],13.0,13,96.0,99.0,False,96.0
1,execution_finished,"[0, 1]",5.0,5,102.0,107.0,False,102.0
5,execution_finished,"[9, 10, 11]",14.0,14,125.0,125.0,False,125.0
6,execution_finished,"[5, 6]",56.0,18,158.0,162.0,False,158.0
2,execution_finished,"[2, 3, 4]",7.0,7,163.0,170.0,False,163.0
7,execution_finished,"[0, 1, 8, 7]",107.0,18,188.0,187.0,True,187.0
29,execution_finished,[8],187.0,66,233.0,243.0,False,233.0
10,execution_finished,"[0, 1, 7]",187.0,24,271.0,274.0,False,271.0
16,execution_finished,[9],125.0,33,284.0,278.0,True,278.0
23,execution_finished,[4],163.0,51,295.0,303.0,False,295.0
9,execution_finished,"[2, 3]",163.0,21,299.0,302.0,False,299.0
8,execution_finished,"[5, 6, 10, 11]",163.0,18,301.0,305.0,False,301.0
55,execution_finished,"[10, 11]",301.0,121,336.0,336.0,False,336.0
38,execution_finished,[8],233.0,85,359.0,369.0,False,359.0
11,execution_finished,"[0, 1]",271.0,26,371.0,375.0,False,371.0
14,execution_finished,"[5, 6]",301.0,31,371.0,377.0,False,371.0
12,execution_finished,"[7, 9]",278.0,27,375.0,378.0,False,375.0
41,execution_finished,[4],295.0,92,392.0,398.0,False,392.0
13,execution_finished,"[2, 3]",299.0,31,401.0,404.0,False,401.0
45,execution_finished,[7],375.0,98,477.0,481.0,False,477.0
17,execution_finished,"[0, 1, 5, 6]",371.0,34,492.0,498.0,False,492.0
15,execution_finished,"[8, 10, 11]",359.0,32,498.0,501.0,False,498.0
18,execution_finished,"[2, 3, 4, 9]",408.0,35,526.0,522.0,True,522.0
50,execution_finished,[7],477.0,111,575.0,574.0,True,574.0
22,execution_finished,"[2, 3, 4, 9]",522.0,49,602.0,604.0,False,602.0
19,execution_finished,"[0, 1]",492.0,42,607.0,608.0,False,607.0
53,execution_finished,[11],498.0,119,610.0,615.0,False,610.0
21,execution_finished,"[8, 10]",498.0,46,627.0,624.0,True,624.0
20,execution_finished,"[5, 6]",492.0,45,628.0,637.0,False,628.0
65,execution_finished,[9],602.0,147,670.0,671.0,False,670.0
56,execution_finished,[7],574.0,121,678.0,681.0,False,678.0
25,execution_finished,"[0, 1]",607.0,58,696.0,699.0,False,696.0
24,execution_finished,"[2, 3, 4]",602.0,53,709.0,719.0,False,709.0
83,execution_finished,[11],610.0,194,716.0,715.0,True,715.0
27,execution_finished,"[9, 5, 6]",675.0,61,775.0,780.0,False,775.0
26,execution_finished,"[8, 10]",624.0,60,781.0,787.0,False,781.0
30,execution_finished,"[2, 3]",709.0,66,805.0,811.0,False,805.0
28,execution_finished,"[0, 1, 7]",696.0,66,823.0,823.0,False,823.0
31,execution_finished,"[5, 6, 9, 11]",780.0,67,872.0,871.0,True,871.0
87,execution_finished,[4],709.0,202,894.0,899.0,False,894.0
33,execution_finished,"[2, 3]",805.0,69,896.0,900.0,False,896.0
34,execution_finished,"[0, 1]",823.0,71,908.0,916.0,False,908.0
32,execution_finished,"[8, 10]",781.0,68,923.0,926.0,False,923.0
100,execution_finished,[7],823.0,235,962.0,963.0,False,962.0
35,execution_finished,"[5, 6, 9, 11]",871.0,74,1000.0,995.0,True,995.0
36,execution_finished,"[2, 3, 4]",896.0,82,1012.0,1010.0,True,1010.0
37,execution_finished,"[0, 1, 8]",923.0,83,1053.0,1059.0,False,1053.0
40,execution_finished,"[5, 6]",995.0,89,1103.0,1102.0,True,1102.0
39,execution_finished,"[7, 10]",967.0,87,1108.0,1108.0,False,1108.0
42,execution_finished,"[2, 3, 4]",1010.0,93,1120.0,1122.0,False,1120.0
46,execution_finished,"[9, 11]",995.0,99,1141.0,1147.0,False,1141.0
43,execution_finished,"[5, 6, 0, 1]",1107.0,94,1193.0,1201.0,False,1193.0
47,execution_finished,"[2, 3]",1120.0,100,1231.0,1237.0,False,1231.0
44,execution_finished,"[7, 10, 8]",1113.0,96,1253.0,1255.0,False,1253.0
48,execution_finished,"[0, 1, 5, 6, 11]",1198.0,103,1334.0,1335.0,False,1334.0
49,execution_finished,"[4, 9]",1141.0,110,1346.0,1335.0,True,1335.0
51,execution_finished,"[2, 3]",1231.0,111,1341.0,1352.0,False,1341.0
52,execution_finished,"[7, 8, 10]",1253.0,112,1358.0,1359.0,False,1358.0
57,execution_finished,"[5, 6]",1334.0,122,1457.0,1461.0,False,1457.0
59,execution_finished,"[2, 3, 11]",1341.0,124,1464.0,1461.0,True,1461.0
58,execution_finished,"[4, 9]",1335.0,123,1488.0,1495.0,False,1488.0
54,execution_finished,"[0, 1]",1334.0,120,1495.0,1493.0,True,1493.0
60,execution_finished,"[7, 8]",1358.0,130,1509.0,1510.0,False,1509.0
63,execution_finished,"[0, 1, 4, 9]",1493.0,138,1578.0,1582.0,False,1578.0
61,execution_finished,"[5, 6, 10]",1462.0,132,1587.0,1587.0,False,1587.0
62,execution_finished,"[2, 3]",1461.0,132,1608.0,1613.0,False,1608.0
64,execution_finished,"[7, 8, 11]",1514.0,145,1652.0,1657.0,False,1652.0
66,execution_finished,"[0, 1, 4]",1578.0,154,1690.0,1685.0,True,1685.0
67,execution_finished,"[5, 6]",1587.0,155,1696.0,1686.0,True,1686.0
68,execution_finished,"[9, 10]",1587.0,160,1686.0,1688.0,False,1686.0
72,execution_finished,"[9, 10, 3]",1691.0,173,1755.0,1761.0,False,1755.0
69,execution_finished,"[7, 8, 11, 2]",1657.0,163,1756.0,1757.0,False,1756.0
73,execution_finished,"[3, 9, 10]",1755.0,175,1807.0,1814.0,False,1807.0
74,execution_finished,"[2, 7, 8]",1756.0,177,1820.0,1824.0,False,1820.0
71,execution_finished,"[5, 6]",1686.0,168,1833.0,1836.0,False,1833.0
70,execution_finished,"[0, 1, 4]",1685.0,165,1837.0,1841.0,False,1837.0
75,execution_finished,"[3, 9, 10]",1807.0,178,1914.0,1919.0,False,1914.0
77,execution_finished,"[0, 1, 4, 6]",1837.0,185,1916.0,1919.0,False,1916.0
78,execution_finished,"[5, 11]",1838.0,186,1927.0,1928.0,False,1927.0
76,execution_finished,"[2, 7, 8]",1820.0,179,1931.0,1931.0,False,1931.0
81,execution_finished,"[5, 6]",1927.0,188,2039.0,2040.0,False,2039.0
79,execution_finished,"[3, 9, 10]",1914.0,188,2041.0,2050.0,False,2041.0
80,execution_finished,"[0, 1, 4]",1916.0,188,2051.0,2051.0,False,2051.0
82,execution_finished,"[2, 7, 8, 11]",1931.0,191,2055.0,2055.0,False,2055.0
86,execution_finished,"[0, 1]",2051.0,198,2138.0,2149.0,False,2138.0
88,execution_finished,"[2, 4, 7]",2055.0,202,2148.0,2161.0,False,2148.0
85,execution_finished,"[5, 6]",2039.0,197,2169.0,2173.0,False,2169.0
84,execution_finished,"[3, 9, 10]",2041.0,194,2172.0,2178.0,False,2172.0
89,execution_finished,"[8, 11]",2055.0,204,2181.0,2187.0,False,2181.0
94,execution_finished,"[8, 11]",2181.0,220,2246.0,2247.0,False,2246.0
92,execution_finished,"[3, 9]",2172.0,210,2266.0,2264.0,True,2264.0
91,execution_finished,"[2, 4, 5, 6]",2169.0,208,2281.0,2290.0,False,2281.0
90,execution_finished,"[0, 1]",2138.0,208,2287.0,2294.0,False,2287.0
93,execution_finished,"[10, 7]",2181.0,212,2287.0,2292.0,False,2287.0
95,execution_finished,"[3, 8, 9]",2264.0,220,2337.0,2343.0,False,2337.0
98,execution_finished,"[6, 11]",2286.0,233,2400.0,2394.0,True,2394.0
97,execution_finished,"[0, 1, 7]",2287.0,231,2394.0,2394.0,False,2394.0
96,execution_finished,"[2, 4, 5]",2281.0,221,2409.0,2411.0,False,2409.0
99,execution_finished,"[3, 8]",2337.0,234,2427.0,2431.0,False,2427.0
