dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,8.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,0.0,27.0,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-1.0,
base,active,8.0,8.0,68.0,0 1 2 3 4 5 6 7,1.0,False
base,switching_off,,27.0,32.0,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-2.0,
base,sleeping,,32.0,34.0,17 18 19 20 21 22 23,-4.0,
base,switching_on,,32.0,37.0,8 9 10 11 12 13 14 15 16,-3.0,
base,sleeping,,32.0,39.0,24 25 26 27 28 29 30 31,-4.0,
base,switching_on,,34.0,39.0,17 18 19 20 21 22 23,-3.0,
base,active,29.0,37.0,104.0,8 9 10 11 12 13 14 15 16,2.0,False
base,switching_on,,39.0,44.0,24 25 26 27 28 29 30 31,-3.0,
base,active,34.0,39.0,124.0,17 18 19 20 21 22 23,3.0,False
base,active,39.0,44.0,128.0,24 25 26 27 28 29 30 31,4.0,False
base,active,,68.0,95.0,6 7,-1.0,
base,active,42.0,68.0,173.0,0 1 2 3 4 5,5.0,False
base,switching_off,,95.0,100.0,6 7,-2.0,
base,sleeping,,100.0,173.0,6,-4.0,
base,sleeping,,100.0,311.0,7,-4.0,
base,active,,104.0,124.0,16,-1.0,
base,active,46.0,104.0,227.0,8 9 10 11 12 13 14 15,6.0,False
base,active,,124.0,128.0,22 23,-1.0,
base,active,47.0,124.0,212.0,16 17 18 19 20 21,7.0,False
base,active,,128.0,155.0,30 31,-1.0,
base,active,72.0,128.0,223.0,22 23 24 25 26 27 28 29,8.0,False
base,switching_off,,155.0,160.0,30 31,-2.0,
base,sleeping,,160.0,450.0,30 31,-4.0,
base,active,,173.0,178.0,0 1 2 3 4 5,-1.0,
base,switching_on,,173.0,178.0,6,-3.0,
base,active,74.0,178.0,257.0,0 1 2 3 4 5 6,9.0,False
base,active,97.0,212.0,311.0,16 17 18 19 20 21,10.0,False
base,active,98.0,223.0,326.0,22 23 24 25 26 27 28 29,11.0,False
base,active,,227.0,254.0,15,-1.0,
base,active,107.0,227.0,316.0,8 9 10 11 12 13 14,12.0,False
base,switching_off,,254.0,259.0,15,-2.0,
base,active,122.0,257.0,353.0,0 1 2 3 4 5 6,13.0,False
base,sleeping,,259.0,386.0,15,-4.0,
base,active,,311.0,316.0,16 17 18 19 20 21,-1.0,
base,switching_on,,311.0,316.0,7,-3.0,
base,active,,316.0,326.0,14,-1.0,
base,active,132.0,316.0,386.0,8 9 10 11 12 13,15.0,False
base,active,124.0,316.0,396.0,7 16 17 18 19 20 21,14.0,False
base,active,,326.0,353.0,29,-1.0,
base,active,157.0,326.0,418.0,14 22 23 24 25 26 27 28,16.0,False
base,switching_off,,353.0,358.0,29,-2.0,
base,active,163.0,353.0,472.0,0 1 2 3 4 5 6,17.0,False
base,sleeping,,358.0,386.0,29,-4.0,
base,active,,386.0,391.0,8 9 10 11 12 13,-1.0,
base,switching_on,,386.0,391.0,15 29,-3.0,
base,active,182.0,391.0,475.0,8 9 10 11 12 13 15 29,18.0,False
base,active,190.0,396.0,495.0,7 16 17 18 19 20 21,19.0,False
