job_id,type,nodes,start_time,subtime,actual_finish_time,req_finish_time,terminated,finish_time
1,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",8.0,8,68.0,69.0,False,68.0
2,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",37.0,29,104.0,105.0,False,104.0
3,execution_finished,"[17, 18, 19, 20, 21, 22, 23]",39.0,34,124.0,126.0,False,124.0
4,execution_finished,"[24, 25, 26, 27, 28, 29, 30, 31]",44.0,39,128.0,130.0,False,128.0
5,execution_finished,"[0, 1, 2, 3, 4, 5]",68.0,42,173.0,176.0,False,173.0
7,execution_finished,"[16, 17, 18, 19, 20, 21]",124.0,47,212.0,214.0,False,212.0
8,execution_finished,"[22, 23, 24, 25, 26, 27, 28, 29]",128.0,72,223.0,225.0,False,223.0
6,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",104.0,46,227.0,227.0,False,227.0
9,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",178.0,74,257.0,259.0,False,257.0
10,execution_finished,"[16, 17, 18, 19, 20, 21]",212.0,97,311.0,314.0,False,311.0
12,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",227.0,107,316.0,316.0,False,316.0
11,execution_finished,"[22, 23, 24, 25, 26, 27, 28, 29]",223.0,98,326.0,327.0,False,326.0
13,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",257.0,122,353.0,354.0,False,353.0
15,execution_finished,"[8, 9, 10, 11, 12, 13]",316.0,132,386.0,385.0,False,386.0
14,execution_finished,"[16, 17, 18, 19, 20, 21, 7]",316.0,124,396.0,399.0,False,396.0
16,execution_finished,"[14, 22, 23, 24, 25, 26, 27, 28]",326.0,157,418.0,419.0,False,418.0
17,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",353.0,163,472.0,473.0,False,472.0
18,execution_finished,"[8, 9, 10, 11, 12, 13, 15, 29]",391.0,182,475.0,477.0,False,475.0
19,execution_finished,"[7, 16, 17, 18, 19, 20, 21]",396.0,190,495.0,496.0,False,495.0
20,execution_finished,"[14, 22, 23, 24, 25]",418.0,196,501.0,504.0,False,501.0
21,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",472.0,214,533.0,535.0,False,533.0
22,execution_finished,"[8, 9, 10, 11, 12, 13]",475.0,215,541.0,542.0,False,541.0
40,execution_finished,"[26, 27, 28, 30, 31]",455.0,450,546.0,547.0,False,546.0
27,execution_finished,"[14, 22, 23, 24, 25, 29]",501.0,271,594.0,596.0,False,594.0
23,execution_finished,"[7, 15, 16, 17, 18, 19, 20, 21]",495.0,225,616.0,617.0,False,616.0
24,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",533.0,261,638.0,639.0,False,638.0
25,execution_finished,"[8, 9, 10, 11, 12, 13, 26]",546.0,263,650.0,651.0,False,650.0
28,execution_finished,"[7, 15, 16, 17, 18, 19]",616.0,283,688.0,689.0,False,688.0
29,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 20]",638.0,325,698.0,700.0,False,698.0
26,execution_finished,"[14, 22, 23, 24, 25, 29, 27]",599.0,264,715.0,716.0,False,715.0
30,execution_finished,"[8, 9, 10, 11, 12, 13, 26, 21]",655.0,327,759.0,761.0,False,759.0
31,execution_finished,"[7, 15, 16, 17, 18, 19, 28]",693.0,332,787.0,787.0,False,787.0
32,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",698.0,336,796.0,798.0,False,796.0
33,execution_finished,"[14, 20, 22, 23, 24, 25, 27, 29]",715.0,350,810.0,809.0,False,810.0
34,execution_finished,"[8, 9, 10, 11, 12, 13]",759.0,366,859.0,861.0,False,859.0
39,execution_finished,"[8, 9, 10, 11, 12, 13]",859.0,431,896.0,897.0,False,896.0
