id,energy_consumption,energy_effective,energy_waste
0,431760.0,421050.0,10710.0
1,431760.0,421050.0,10710.0
2,431760.0,421050.0,10710.0
3,415479.0,402360.0,13119.0
4,431760.0,418950.0,12810.0
5,431760.0,414750.0,17010.0
6,420102.0,393540.0,26562.0
7,418092.0,386400.0,31692.0
8,422514.0,398370.0,24144.0
9,420303.0,400470.0,19833.0
10,420303.0,400680.0,19623.0
11,429549.0,410760.0,18789.0
12,426534.0,389760.0,36774.0
13,400806.0,363300.0,37506.0
14,382716.0,327180.0,55536.0
15,362616.0,305760.0,56856.0
