id,energy_consumption,energy_effective,energy_waste
0,19512620.0,2602620.0,16910000.0
1,19512620.0,2602620.0,16910000.0
2,19512620.0,2602620.0,16910000.0
3,19512620.0,2602620.0,16910000.0
4,19512620.0,2602620.0,16910000.0
5,19512620.0,2500970.0,17011650.0
6,19463207.0,2416610.0,17046597.0
7,19442211.0,1730520.0,17711691.0
8,18155844.0,1029040.0,17126804.0
9,14178731.0,526680.0,13652051.0
10,13234092.0,416480.0,12817612.0
11,13234092.0,404700.0,12829392.0
12,13234092.0,404700.0,12829392.0
13,12207641.0,372590.0,11835051.0
14,11517850.0,353020.0,11164830.0
15,10178450.0,276640.0,9901810.0
16,8936790.0,224390.0,8712400.0
17,5882777.0,90440.0,5792337.0
18,3337736.0,22610.0,3315126.0
19,2733920.0,16720.0,2717200.0
20,2733920.0,16720.0,2717200.0
21,2733920.0,16720.0,2717200.0
22,2733920.0,16720.0,2717200.0
23,2733920.0,16720.0,2717200.0
24,2733920.0,16720.0,2717200.0
25,2129561.0,10260.0,2119301.0
26,2129561.0,10260.0,2119301.0
27,1521582.0,0.0,1521582.0
28,1521582.0,0.0,1521582.0
29,1521582.0,0.0,1521582.0
30,1521582.0,0.0,1521582.0
31,1521582.0,0.0,1521582.0
