job_id,type,nodes,start_time,subtime,actual_finish_time,req_finish_time,terminated,finish_time
1,execution_finished,"[0, 1, 2, 3]",3.0,3,47.0,37.0,True,37.0
4,execution_finished,"[14, 15, 16, 17]",6.0,6,47.0,45.0,True,45.0
3,execution_finished,"[9, 10, 11, 12, 13]",6.0,6,54.0,47.0,True,47.0
19,execution_finished,"[9, 10, 11, 12, 13]",47.0,43,53.0,48.0,True,48.0
8,execution_finished,"[18, 19]",14.0,14,58.0,55.0,True,55.0
5,execution_finished,"[0, 1, 2, 3]",37.0,7,62.0,56.0,True,56.0
2,execution_finished,"[4, 5, 6, 7, 8]",5.0,5,83.0,78.0,True,78.0
9,execution_finished,"[0, 1, 2]",56.0,15,110.0,109.0,True,109.0
7,execution_finished,"[9, 10, 11, 12, 13, 17, 18]",55.0,11,119.0,114.0,True,114.0
6,execution_finished,"[14, 15, 16]",45.0,7,121.0,118.0,True,118.0
11,execution_finished,"[7, 8, 3, 19]",83.0,23,133.0,131.0,True,131.0
47,execution_finished,"[3, 7, 8, 19]",131.0,113,139.0,137.0,True,137.0
10,execution_finished,"[4, 5, 6]",78.0,22,165.0,161.0,True,161.0
13,execution_finished,"[13, 14, 15, 16, 17]",118.0,28,173.0,167.0,True,167.0
14,execution_finished,"[0, 1, 2]",109.0,29,185.0,178.0,True,178.0
15,execution_finished,"[3, 7, 8, 19, 18]",142.0,29,203.0,197.0,True,197.0
17,execution_finished,"[0, 1, 2]",178.0,38,215.0,209.0,True,209.0
12,execution_finished,"[9, 10, 11, 12]",114.0,26,219.0,216.0,True,216.0
18,execution_finished,"[3, 7, 8, 18, 19, 16]",202.0,43,216.0,217.0,False,216.0
16,execution_finished,"[4, 5, 6, 13, 14, 15]",167.0,31,236.0,231.0,True,231.0
22,execution_finished,"[10, 11, 12, 16]",216.0,51,265.0,263.0,True,263.0
20,execution_finished,"[0, 1, 2, 17]",214.0,48,283.0,282.0,True,282.0
84,execution_finished,"[14, 15]",231.0,187,285.0,283.0,True,283.0
21,execution_finished,"[3, 7, 8, 9]",216.0,51,310.0,308.0,True,308.0
80,execution_finished,"[18, 19]",216.0,185,315.0,311.0,True,311.0
23,execution_finished,"[4, 5, 6, 13]",231.0,52,321.0,315.0,True,315.0
24,execution_finished,"[10, 11, 12, 16]",263.0,54,336.0,328.0,True,328.0
27,execution_finished,"[4, 5, 6, 13, 19]",315.0,60,337.0,333.0,True,333.0
25,execution_finished,"[0, 1, 2, 17]",282.0,55,363.0,361.0,True,361.0
98,execution_finished,"[18, 15]",318.0,212,394.0,391.0,True,391.0
28,execution_finished,"[10, 11, 12, 16]",328.0,60,398.0,392.0,True,392.0
29,execution_finished,"[0, 1, 2, 17, 13, 19]",366.0,60,401.0,396.0,True,396.0
26,execution_finished,"[3, 7, 8, 9, 14]",313.0,60,430.0,424.0,True,424.0
30,execution_finished,"[4, 5, 6]",333.0,63,432.0,427.0,True,427.0
31,execution_finished,"[10, 11, 12, 15, 16]",392.0,64,440.0,436.0,True,436.0
34,execution_finished,"[3, 7, 8]",424.0,72,448.0,443.0,True,443.0
35,execution_finished,"[4, 5, 6, 9]",427.0,81,458.0,455.0,True,455.0
36,execution_finished,"[10, 11, 12]",436.0,85,483.0,474.0,True,474.0
37,execution_finished,"[3, 7, 8, 15, 16]",443.0,89,488.0,486.0,True,486.0
32,execution_finished,"[0, 1, 2, 13]",396.0,66,489.0,488.0,True,488.0
52,execution_finished,"[10, 11, 12]",474.0,122,499.0,495.0,True,495.0
33,execution_finished,"[17, 18, 19]",396.0,69,509.0,504.0,True,504.0
38,execution_finished,"[4, 5, 6, 9, 14]",460.0,90,534.0,531.0,True,531.0
40,execution_finished,"[0, 1, 2, 13]",488.0,92,551.0,545.0,True,545.0
39,execution_finished,"[3, 7, 8, 15, 16]",486.0,90,558.0,556.0,True,556.0
41,execution_finished,"[10, 11, 12, 17]",504.0,98,581.0,582.0,False,581.0
42,execution_finished,"[4, 5, 6, 9, 14]",531.0,99,584.0,581.0,True,581.0
43,execution_finished,"[0, 1, 2, 13, 18]",550.0,99,593.0,587.0,True,587.0
45,execution_finished,"[4, 5, 6, 9, 10, 11]",581.0,101,594.0,591.0,True,591.0
46,execution_finished,"[12, 14, 17, 16, 19]",586.0,103,615.0,610.0,True,610.0
