id,energy_consumption,energy_effective,energy_waste
0,456726.0,439950.0,16776.0
1,456726.0,439950.0,16776.0
2,444264.0,430710.0,13554.0
3,444264.0,425040.0,19224.0
4,447480.0,426510.0,20970.0
5,447279.0,423780.0,23499.0
6,456324.0,431340.0,24984.0
7,440847.0,420210.0,20637.0
8,457932.0,425880.0,32052.0
9,444666.0,431340.0,13326.0
10,459942.0,446250.0,13692.0
11,459942.0,446250.0,13692.0
12,462555.0,448770.0,13785.0
13,462555.0,441840.0,20715.0
14,441651.0,413070.0,28581.0
15,424767.0,366450.0,58317.0
