job_id,subtime,start_time,finish_time,waiting_time
34036,0,0.0,132.0,0.0
34040,297,297.0,321.0,0.0
34041,328,328.0,337.0,0.0
34039,256,256.0,367.0,0.0
34042,455,455.0,571.0,0.0
34051,1326,4800.0,4834.0,3474.0
34049,1307,4800.0,4868.0,3493.0
34047,871,4800.0,4945.0,3929.0
34045,576,4800.0,4953.0,4224.0
34079,3252,4953.0,4961.0,1701.0
34050,1316,4800.0,4990.0,3484.0
34048,1300,4800.0,5000.0,3500.0
34060,1795,5000.0,5038.0,3205.0
34061,1817,5049.0,5077.0,3232.0
34052,1343,4800.0,5138.0,3457.0
34056,1535,4800.0,5140.0,3265.0
34092,4297,5138.0,5179.0,841.0
34070,2349,5121.0,5198.0,2772.0
34065,2030,5049.0,5203.0,3019.0
34063,1924,5140.0,5532.0,3216.0
34044,494,4800.0,5555.0,4306.0
34106,5450,5555.0,5624.0,105.0
34105,5274,5555.0,5631.0,281.0
34104,5175,5555.0,5633.0,380.0
34109,5587,5624.0,5666.0,37.0
34075,2953,5653.0,5672.0,2700.0
34111,5731,5731.0,5818.0,0.0
34043,490,4800.0,5921.0,4310.0
34062,1906,5038.0,6066.0,3132.0
34064,1927,5121.0,6132.0,3194.0
34074,2889,5921.0,6200.0,3032.0
34115,6193,6193.0,6238.0,0.0
34078,3239,6200.0,6908.0,2961.0
34086,3968,6908.0,6994.0,2940.0
34123,6928,6994.0,7080.0,66.0
34125,7007,7007.0,7099.0,0.0
34127,7067,7080.0,7209.0,13.0
34130,7161,7161.0,7234.0,0.0
34132,7224,7234.0,7331.0,10.0
34133,7267,7331.0,7390.0,64.0
34135,7385,7390.0,7480.0,5.0
34136,7388,7480.0,7496.0,92.0
34137,7451,7496.0,7548.0,45.0
34088,4150,7534.0,7559.0,3384.0
34138,7556,7556.0,7664.0,0.0
34141,7698,7698.0,7797.0,0.0
34073,2846,5555.0,7822.0,2709.0
34072,2800,5532.0,7839.0,2732.0
34144,7822,7822.0,7877.0,0.0
34146,7892,7892.0,7917.0,0.0
34080,3267,6908.0,8034.0,3641.0
34058,1651,4990.0,8443.0,3339.0
34089,4161,7839.0,8715.0,3678.0
34112,5815,8715.0,8941.0,2900.0
34121,6675,8941.0,9057.0,2266.0
34124,6935,9057.0,9339.0,2122.0
34139,7558,10259.0,10320.0,2701.0
34159,8795,10320.0,10336.0,1525.0
34158,8772,10320.0,10359.0,1548.0
34163,9003,10359.0,10379.0,1356.0
34168,9121,10379.0,10402.0,1258.0
34160,8831,10336.0,10433.0,1505.0
34161,8852,10359.0,10435.0,1507.0
34172,9196,10402.0,10471.0,1206.0
34164,9047,10433.0,10471.0,1386.0
34166,9098,10471.0,10517.0,1373.0
34151,8010,10710.0,10713.0,2700.0
34148,7923,10623.0,10745.0,2700.0
34149,7945,10645.0,10747.0,2700.0
34182,9572,10713.0,10755.0,1141.0
34189,9758,10755.0,10772.0,997.0
34174,9233,10435.0,10790.0,1202.0
34169,9137,10747.0,10792.0,1610.0
34196,10175,10772.0,10813.0,597.0
34185,9632,10790.0,10819.0,1158.0
34197,10231,10813.0,10837.0,582.0
34175,9240,10792.0,10879.0,1552.0
34173,9208,10517.0,10890.0,1309.0
34177,9381,10879.0,10919.0,1498.0
34183,9594,10890.0,10932.0,1296.0
34190,9780,10819.0,10936.0,1039.0
34101,5044,10734.0,10960.0,5690.0
34192,9892,10960.0,10965.0,1068.0
34178,9451,10919.0,10998.0,1468.0
34200,10290,10936.0,11013.0,646.0
34180,9565,10960.0,11063.0,1395.0
34188,9750,10932.0,11069.0,1182.0
34193,9899,10998.0,11094.0,1099.0
34208,10847,11013.0,11117.0,166.0
34195,10146,11063.0,11144.0,917.0
34198,10265,11069.0,11172.0,804.0
34205,10509,11094.0,11178.0,585.0
34202,10369,11094.0,11187.0,725.0
34181,9569,10960.0,11210.0,1391.0
34154,8466,11166.0,11249.0,2700.0
34207,10826,11144.0,11269.0,318.0
34217,11327,11327.0,11376.0,0.0
34218,11441,11441.0,11458.0,0.0
34219,11479,11479.0,11516.0,0.0
34220,11536,11536.0,11579.0,0.0
34215,11136,11178.0,11597.0,42.0
34222,11598,11598.0,11660.0,0.0
34228,11883,11883.0,11938.0,0.0
34103,5114,8443.0,11980.0,3329.0
34213,11050,11117.0,12077.0,67.0
34211,11028,11144.0,12126.0,116.0
34224,11692,11980.0,12130.0,288.0
34179,9541,12241.0,12245.0,2700.0
34226,11739,12130.0,12253.0,391.0
34232,12208,12253.0,12303.0,45.0
34231,12135,12135.0,12674.0,0.0
34230,12110,12130.0,12693.0,20.0
34239,12554,12908.0,12911.0,354.0
34243,12908,12908.0,12965.0,0.0
34245,12983,13009.0,13027.0,26.0
34248,13032,13032.0,13975.0,0.0
34257,14129,14129.0,14307.0,0.0
34261,14392,14392.0,14491.0,0.0
34266,14639,14687.0,14692.0,48.0
34250,13548,16248.0,16632.0,2700.0
34297,16684,16684.0,16769.0,0.0
34298,16798,16798.0,16828.0,0.0
34303,16985,16985.0,17160.0,0.0
34234,12277,17103.0,17161.0,4826.0
34279,15528,17161.0,17168.0,1633.0
34280,15572,17168.0,17178.0,1596.0
34246,13009,16248.0,17211.0,3239.0
34296,16626,17178.0,17430.0,552.0
34267,14687,17387.0,17447.0,2700.0
34302,16961,17430.0,17673.0,469.0
34313,17575,17575.0,17773.0,0.0
34317,17834,17973.0,18032.0,139.0
34274,15273,17973.0,18034.0,2700.0
34273,15235,17161.0,18107.0,1926.0
34288,15920,18107.0,18120.0,2187.0
34305,17070,18120.0,18174.0,1050.0
34131,7168,7209.0,18176.0,41.0
34277,15445,18145.0,18206.0,2700.0
34306,17083,18174.0,18331.0,1091.0
34256,13947,17161.0,18374.0,3214.0
34309,17276,18331.0,18604.0,1055.0
34287,15894,18594.0,18655.0,2700.0
34290,15962,18662.0,18680.0,2700.0
34318,17972,18604.0,18904.0,632.0
34335,18950,18950.0,18964.0,0.0
34334,18944,18944.0,18980.0,0.0
34311,17538,18374.0,19302.0,836.0
34343,19419,19419.0,19438.0,0.0
34128,7125,9339.0,20346.0,2214.0
34282,15596,20447.0,20458.0,4851.0
34330,18742,21442.0,21523.0,2700.0
34357,19961,21523.0,21567.0,1562.0
34359,20108,21567.0,21610.0,1459.0
34371,20883,21610.0,21735.0,727.0
34372,20895,21735.0,21785.0,840.0
34340,19241,21941.0,21949.0,2700.0
34374,22088,22088.0,22136.0,0.0
34376,22151,22151.0,22211.0,0.0
34379,22327,22327.0,22396.0,0.0
34349,19684,22473.0,22550.0,2789.0
34348,19657,22473.0,22559.0,2816.0
34384,22554,22554.0,22568.0,0.0
34385,22557,22559.0,22589.0,2.0
34319,18115,22473.0,22660.0,4358.0
34381,22413,22589.0,22671.0,176.0
34387,22626,22671.0,22734.0,45.0
34389,22724,22734.0,22831.0,10.0
34356,19895,22834.0,22857.0,2939.0
34392,22857,22857.0,22881.0,0.0
34390,22763,22831.0,22903.0,68.0
34358,19996,23006.0,23027.0,3010.0
34377,22216,22903.0,23035.0,687.0
34368,20481,23181.0,23260.0,2700.0
34398,23295,23295.0,23356.0,0.0
34327,18547,22660.0,23460.0,4113.0
34400,23429,23429.0,23517.0,0.0
34404,23573,23573.0,23693.0,0.0
34329,18736,23460.0,23828.0,4724.0
34331,18846,23828.0,23848.0,4982.0
34342,19293,22247.0,23962.0,2954.0
34332,18872,23848.0,24045.0,4976.0
34353,19788,22832.0,24052.0,3044.0
34345,19530,24045.0,24263.0,4515.0
34352,19766,23131.0,24373.0,3365.0
34346,19578,24263.0,24586.0,4685.0
34388,22703,23962.0,24758.0,1259.0
34354,19802,24586.0,24795.0,4784.0
34413,24822,24822.0,24835.0,0.0
34361,20174,24795.0,24861.0,4621.0
34365,20386,24861.0,24927.0,4475.0
34370,20556,24927.0,24948.0,4371.0
34407,23865,24948.0,25029.0,1083.0
34402,23521,24758.0,25094.0,1237.0
34275,15281,25146.0,25171.0,9865.0
34276,15356,25171.0,25188.0,9815.0
34278,15500,25188.0,25200.0,9688.0
34382,22503,25203.0,25209.0,2700.0
34289,15948,25200.0,25219.0,9252.0
34378,22238,25173.0,25292.0,2935.0
34324,18394,25219.0,25413.0,6825.0
34326,18542,25258.0,25430.0,6716.0
34328,18681,25413.0,25668.0,6732.0
34360,20128,25668.0,25875.0,5540.0
34393,22886,23035.0,26112.0,149.0
34367,20467,25875.0,26181.0,5408.0
34394,22908,23260.0,26319.0,352.0
34375,22101,26181.0,26404.0,4080.0
34380,22374,26404.0,26579.0,4030.0
34383,22515,26585.0,26663.0,4070.0
34391,22840,26579.0,26730.0,3739.0
34396,23067,26730.0,26801.0,3663.0
34397,23194,26801.0,27120.0,3607.0
34341,19252,25430.0,27186.0,6178.0
34408,24089,27186.0,27214.0,3097.0
34410,24194,27214.0,27409.0,3020.0
34415,24954,27409.0,27450.0,2455.0
34419,25095,27450.0,27490.0,2355.0
34421,25250,27490.0,27586.0,2240.0
34411,24535,27409.0,27621.0,2874.0
34434,27599,27750.0,27854.0,151.0
34422,25424,27586.0,27864.0,2162.0
34424,25808,28508.0,28526.0,2700.0
34308,17256,25219.0,28682.0,7963.0
34428,27102,29802.0,29825.0,2700.0
34430,27374,30074.0,30093.0,2700.0
34431,27447,30147.0,30166.0,2700.0
34432,27527,30227.0,30248.0,2700.0
34433,27555,30255.0,30278.0,2700.0
34446,30568,33268.0,33487.0,2700.0
34426,26092,36187.0,36633.0,10095.0
34436,27750,36633.0,37093.0,8883.0
34438,28356,37093.0,37562.0,8737.0
34454,31727,37562.0,48488.0,5835.0
34455,42658,48488.0,48573.0,5830.0
34463,44124,48573.0,48597.0,4449.0
34473,47990,48573.0,48656.0,583.0
34474,48084,48656.0,49012.0,572.0
34475,48441,49012.0,49060.0,571.0
34476,48659,49012.0,49129.0,353.0
34478,48784,49129.0,49219.0,345.0
34480,48923,49219.0,49236.0,296.0
34489,51180,54019.0,54190.0,2839.0
34496,52303,55003.0,55289.0,2700.0
34499,53039,55739.0,55860.0,2700.0
34505,53376,56076.0,56216.0,2700.0
34508,54553,57253.0,57537.0,2700.0
34517,55952,55952.0,57869.0,0.0
34514,54927,57627.0,57879.0,2700.0
34530,57895,57895.0,58838.0,0.0
34533,58847,58847.0,59575.0,0.0
34539,59631,59631.0,59758.0,0.0
34542,60245,62945.0,63355.0,2700.0
34546,60663,63363.0,63466.0,2700.0
34548,60778,63478.0,63592.0,2700.0
34550,61128,63828.0,63951.0,2700.0
34552,61376,64076.0,64164.0,2700.0
34569,63954,63954.0,64170.0,0.0
34571,64245,64245.0,64368.0,0.0
34553,61592,64292.0,64418.0,2700.0
34572,64403,64403.0,64510.0,0.0
34573,64559,64559.0,64679.0,0.0
34560,62489,65189.0,65305.0,2700.0
34562,62765,65465.0,65577.0,2700.0
34602,70008,72708.0,72729.0,2700.0
34603,70141,72841.0,72861.0,2700.0
34634,72949,72949.0,73034.0,0.0
