dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,2.0,0 1 2,-1,
base,active,,0.0,3.0,3 4 5 6,-1,
base,active,,0.0,4.0,7 8 9,-1,
base,active,,0.0,8.0,10 11 12 13 14 15,-1,
base,active,,0.0,19.0,16,-1,
base,active,,2.0,72.0,0 1 2,1,False
base,active,,3.0,84.0,3 4 5 6,2,True
base,active,,4.0,103.0,7 8 9,3,False
base,active,,8.0,111.0,10 11 12,4,True
base,active,,8.0,122.0,13 14 15,5,False
base,switching_off,,19.0,24.0,16,-2,
base,sleeping,,24.0,103.0,16,-4,
base,active,,72.0,143.0,0 1 2,6,True
base,active,,84.0,103.0,6,-1,
base,active,,84.0,199.0,3 4 5,7,True
base,active,,103.0,108.0,9,-1,
base,switching_on,,103.0,108.0,16,-3,
base,active,,103.0,165.0,6 7 8,8,True
base,active,,108.0,217.0,9 16,9,True
base,active,,111.0,122.0,12,-1,
base,active,,111.0,211.0,10 11,10,True
base,active,,122.0,141.0,14 15,-1,
base,active,,122.0,220.0,12 13,11,True
base,switching_off,,141.0,146.0,14 15,-2,
base,active,,143.0,231.0,0 1 2,12,True
base,sleeping,,146.0,165.0,14,-4,
base,sleeping,,146.0,199.0,15,-4,
base,active,,165.0,170.0,6 7 8,-1,
base,switching_on,,165.0,170.0,14,-3,
base,active,,170.0,319.0,6 7 8 14,13,True
base,active,,199.0,204.0,3 4 5,-1,
base,switching_on,,199.0,204.0,15,-3,
base,active,,204.0,289.0,3 4 5 15,14,True
base,active,,211.0,217.0,10 11,-1,
base,active,,217.0,336.0,9 10 11 16,15,False
base,active,,220.0,239.0,12 13,-1,
base,active,,231.0,326.0,0 1 2,16,True
base,switching_off,,239.0,244.0,12 13,-2,
base,sleeping,,244.0,289.0,12 13,-4,
base,active,,289.0,294.0,15,-1,
base,switching_on,,289.0,294.0,12 13,-3,
base,active,,289.0,388.0,3 4 5,17,True
base,active,,294.0,347.0,12 13 15,18,True
base,active,,319.0,336.0,14,-1,
base,active,,319.0,430.0,6 7 8,19,False
base,active,,326.0,422.0,0 1 2,20,True
base,active,,336.0,355.0,16,-1,
base,active,,336.0,438.0,9 10 11 14,21,False
base,active,,347.0,366.0,12 13 15,-1,
base,switching_off,,355.0,360.0,16,-2,
base,sleeping,,360.0,573.0,16,-4,
base,switching_off,,366.0,371.0,12 13 15,-2,
base,sleeping,,371.0,388.0,12 13,-4,
base,sleeping,,371.0,422.0,15,-4,
base,active,,388.0,393.0,3 4 5,-1,
base,switching_on,,388.0,393.0,12 13,-3,
base,active,,393.0,504.0,3 4 5 12 13,22,False
base,active,,422.0,427.0,0 1 2,-1,
base,switching_on,,422.0,427.0,15,-3,
base,active,,427.0,508.0,0 1 2 15,23,False
base,active,,430.0,523.0,6 7 8,24,False
base,active,,438.0,559.0,9 10 11 14,25,False
base,active,,504.0,508.0,12,-1,
base,active,,504.0,523.0,13,-1,
base,active,,504.0,598.0,3 4 5,26,True
base,active,,508.0,523.0,15,-1,
base,active,,508.0,626.0,0 1 2 12,27,False
base,active,,523.0,573.0,6 7 8 13 15,28,True
base,active,,559.0,685.0,9 10 11 14,29,True
base,active,,573.0,578.0,15,-1,
base,switching_on,,573.0,578.0,16,-3,
base,active,,573.0,625.0,6 7 8 13,30,False
base,active,,578.0,698.0,15 16,31,True
base,active,,598.0,617.0,5,-1,
base,active,,598.0,731.0,3 4,32,False
base,switching_off,,617.0,622.0,5,-2,
base,sleeping,,622.0,625.0,5,-4,
base,active,,625.0,630.0,13,-1,
base,switching_on,,625.0,630.0,5,-3,
base,active,,625.0,707.0,6 7 8,33,True
base,active,,626.0,645.0,12,-1,
base,active,,626.0,713.0,0 1 2,35,False
base,active,,630.0,782.0,5 13,34,True
base,switching_off,,645.0,650.0,12,-2,
base,sleeping,,650.0,698.0,12,-4,
base,active,,685.0,703.0,14,-1,
base,active,,685.0,787.0,9 10 11,36,False
base,active,,698.0,703.0,15 16,-1,
base,switching_on,,698.0,703.0,12,-3,
base,active,,703.0,843.0,12 14 15 16,37,False
base,active,,707.0,827.0,6 7 8,38,False
base,active,,713.0,731.0,0 1 2,-1,
base,active,,731.0,750.0,4,-1,
base,active,,731.0,820.0,0 1 2 3,39,False
