makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
1349.0,8.373333333333333,7.373333333333333,1106.0,1256.0,4.39960462411207,1.6914068757311427,3.3996046241120688,510.2,660.2,20.0,20.0,20.0,0.0,0.0,1192.0,9600.0,0.0,0.0,0.0,2050480.0,226480.0,0.0,8.0,0.07040166854858398
