makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
1402.0,8.557046979865772,7.557046979865772,1126.0,1275.0,4.527288901370638,1.685699378707577,3.527288901370638,529.65,679.65,20.0,20.0,20.0,0.0,0.0,487.0,9600.0,70.0,30.0,1029.0,1932121.0,98860.0,40.0,8.0,2.048328399658203
