makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
1386.0,8.251655629139073,7.251655629139073,1095.0,1246.0,4.781072200774615,1.7196499935889384,3.7810722007746165,565.9,715.5,20.0,20.0,20.0,0.0,0.0,1368.0,9720.0,0.0,0.0,0.0,2106720.0,259920.0,0.0,8.0,0.10118460655212402
